"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00027401","1955-11","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","","","","","7",",0","1",",0","0",",0","30",",0","1",",0","27",",","30",",0","","","","","","","","","","","19551115",",,0","19551130","+,,0","19551103",",,0","","","19551103",",,0","","","-37.8",",0,15,","203",",,0,30,+","43",",,0,03,","4.3",",,0,03,","","","","","","","7.5",",,,0","80",",,,0","","","","","-26.19",",,,0","","","","","","","",""
"USW00027401","1955-12","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","","","","","8",",0","1",",0","0",",0","29","2,0","0","1,0","29","1,","30","1,0","","","","","","","","","","","19551231",",1,0","19551231","+,2,0","19551221",",1,0","","","19551214",",,0","","","-41.7","1,0,31,","356","2,,0,31,+","18","1,,0,21,","3.8",",,0,14,","","","","","","","9.3",",,,0","55","1,,,0","","","","","-31.92","1,,,0","","","","","","","",""
"USW00027401","1956-01","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","","","","","2","1,X","0","1,X","0","1,X","30","1,X","0","1,X","26","2,X","29","2,X","","","","","","","","","","","19560119","+,2,X","19560131","+,1,X","19560120",",1,X","","","19560120",",1,X","","","-45.6","2,X,19,+","356","1,,X,31,+","13","1,,X,20,","1.3","1,,X,20,","","","","","","","1.6","1,,,X","16","1,,,X","","","","","-31.97","2,,,X","","","","","","","",""
"USW00027401","1956-02","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","","","0.0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","29",",0","29",",0","29",",0","0",",0","0",",0","","","","","19560216","+,,0","19560229","+,,0","19560223","+,,0","","","19560223","+,,0","19560206",",,0","-43.9",",0,16,+","356",",,0,29,+","0",",T,0,23,+","0.0",",T,0,23,+","-17.2",",0,06,","","","1468.2",",0","0.0",",T,,0","0",",T,,0","-32.29",",0","-28.72",",,,0","-35.87",",,,0","","","","","","","",""
"USW00027401","1956-03","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","","","0.0",",0","3",",0","0",",0","0",",0","29","2,0","0","1,0","28",",0","31",",0","31",",0","0",",0","0",",0","","","","","19560307","+,,0","19560331","+,2,0","19560315","+,1,0","","","19560313",",,0","19560321",",,0","-37.8",",0,07,+","406","2,,0,31,+","3","1,,0,15,+","1.3",",,0,13,","-8.3",",0,21,","","","1272.0",",0","1.9",",,,0","6","1,,,0","-22.70",",0","-19.36",",,,0","-26.04",",,,0","","","","","","","",""
"USW00027401","1956-04","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","","","0.0","1,0","2",",0","0",",0","0",",0","30",",0","0",",0","18","1,0","29","1,0","29",",0","0",",0","0",",0","","","","","19560407",",1,0","19560428","+,,0","19560413",",,0","","","19560413",",,0","19560421",",,0","-35.0","1,0,07,","432",",,0,28,+","8",",,0,13,","0.8",",,0,13,","1.1",",0,21,","","","1003.4",",0","1.1",",,,0","11",",,,0","-16.47","1,0","-12.63",",,,0","-20.31","1,,,0","","","","","","","",""
"USW00027401","1956-05","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","","","0.0",",0","6",",0","1",",0","0",",0","31",",0","1",",0","0",",0","31",",0","26",",0","0",",0","0",",0","","","","","19560510",",,0","19560531",",,0","19560504",",,0","","","19560504",",,0","19560517",",,0","-10.0",",0,10,","457",",,0,31,","25",",,0,04,","2.5",",,0,04,","2.2",",0,17,","","","699.4",",0","5.0",",,,0","50",",,,0","-4.23",",0","-1.93",",,,0","-6.53",",,,0","","","","","","","",""
"USW00027401","1956-06","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","","","0.0",",0","7",",0","3",",0","1",",0","30",",0","0",",0","0",",0","21",",0","8",",0","0",",0","0",",0","12","","","","19560601",",,0","19560603","+,,0","19560613","+,,0","","","19560621",",,0","19560629",",,0","-6.7",",0,01,","432",",,0,03,+","3",",,0,13,+","29.2",",,0,21,","12.2",",0,29,","","","529.2",",0","56.1",",,,0","9",",,,0","0.69",",0","2.44",",,,0","-1.05",",,,0","","","","","","","",""
"USW00027401","1956-07","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","","","0.0",",0","8",",0","4",",0","0",",0","5",",0","0",",0","0",",0","6",",0","0",",0","0",",0","0",",0","17","","","","19560719",",,0","19560705","+,,0","19560718",",,0","","","19560701",",,0","19560727",",,0","-3.3",",0,19,","25",",,0,05,+","5",",,0,18,","11.2",",,0,01,","20.0",",0,27,","392.3","0","392.3",",0","26.8",",,,0","5",",,,0","5.68",",0","9.24",",,,0","2.12",",,,0","","","","","","","",""
"USW00027401","1956-08","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","","","0.0",",0","15",",0","6",",0","0",",0","6",",0","3",",0","0",",0","15",",0","2",",0","0",",0","0",",0","14","","","","19560813",",,0","19560823",",,0","19560822",",,0","","","19560810",",,0","19560806",",,0","-2.2",",0,13,","51",",,0,23,","69",",,0,22,","15.5",",,0,10,","12.8",",0,06,","897.5","0","505.2",",0","51.8",",,,0","188",",,,0","2.04",",0","3.62",",,,0","0.45",",,,0","","","","","","","",""
"USW00027401","1956-09","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","","","0.0",",0","3",",0","1",",0","0",",0","4",",0","1",",0","0",",0","27",",0","10",",0","0",",0","0",",0","9","","","","19560928","+,,0","19560921",",,0","19560921",",,0","","","19560921",",,0","19560907",",,0","-10.6",",0,28,+","51",",,0,21,","41",",,0,21,","4.1",",,0,21,","12.2",",0,07,","1448.5","0","551.0",",0","7.4",",,,0","74",",,,0","-0.03",",0","2.25",",,,0","-2.32",",,,0","","","","","","","",""
"USW00027401","1956-10","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","","","0.0",",0","3",",0","1",",0","0",",0","7",",0","1",",0","8",",0","31",",0","30",",0","0",",0","0",",0","10","","","","19561025","+,,0","19561031","+,,0","19561027",",,0","","","19561027",",,0","19561026",",,0","-23.9",",0,25,+","76",",,0,31,+","38",",,0,27,","3.8",",,0,27,","2.8",",0,26,","2330.8","0","882.3",",0","6.6",",,,0","66",",,,0","-10.13",",0","-7.38",",,,0","-12.88",",,,0","","","","","","","",""
"USW00027401","1956-11","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","","","0.0",",0","3",",0","0",",0","0",",0","30",",0","0",",0","29",",0","30",",0","30",",0","0",",0","0",",0","7","","","","19561115",",,0","19561130","+,,0","19561122",",,0","","","19561122",",,0","19561128",",,0","-35.0",",0,15,","127",",,0,30,+","23",",,0,22,","2.3",",,0,22,","-10.6",",0,28,","3588.6","0","1257.8",",0","5.1",",,,0","51",",,,0","-23.59",",0","-19.80",",,,0","-27.39",",,,0","","","","","","","",""
"USW00027401","1956-12","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","","","0.0","1,0","5",",0","0",",0","0",",0","31",",0","1",",0","30","1,0","30","1,0","31",",0","0",",0","0",",0","6","","","","19561218",",1,0","19561231","+,,0","19561207",",,0","","","19561207",",,0","19561204",",,0","-41.7","1,0,18,","229",",,0,31,+","41",",,0,07,","1.8",",,0,07,","-4.4",",0,04,","4891.6","0","1303.0",",0","4.3",",,,0","74",",,,0","-24.98","1,0","-20.66",",,,0","-29.29","1,,,0","","","","","","","",""
"USW00027401","1957-01","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","14",",0","3",",0","0",",0","31",",0","3",",0","24",",0","31",",0","29",",0","0",",0","0",",0","7","","","","19570109",",,0","19570131","+,,0","19570126",",,0","","","19570126",",,0","19570116",",,0","-38.9",",0,09,","457",",,0,31,+","46",",,0,26,","4.6",",,0,26,","2.8",",0,16,","6082.4","0","1190.8",",0","21.2",",,,0","250",",,,0","-20.08",",0","-15.07",",,,0","-25.08",",,,0","","","","","","","",""
"USW00027401","1957-02","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0","4,0","6",",0","3",",0","0",",0","28",",0","3",",0","24","3,0","25","3,0","26","1,0","0","1,0","0","1,0","12","","","","19570214",",3,0","19570228","+,,0","19570222","+,,0","","","19570201",",,0","19570202",",1,0","-45.6","3,0,14,","610",",,0,28,+","51",",,0,22,+","4.6",",,0,01,","1.1","1,0,02,","7289.7","0","1207.3","1,0","12.5",",,,0","161",",,,0","-31.39","4,0","-27.19","1,,,0","-35.60","3,,,0","","","","","","","",""
"USW00027401","1957-03","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","4",",0","1",",0","0",",0","31",",0","1",",0","31",",0","31",",0","31",",0","0",",0","0",",0","11","","","","19570322",",,0","19570331","+,,0","19570318",",,0","","","19570318",",,0","19570305",",,0","-43.9",",0,22,","660",",,0,31,+","25",",,0,18,","3.0",",,0,18,","-9.4",",0,05,","8685.7","0","1396.0",",0","5.8",",,,0","53",",,,0","-26.70",",0","-22.15",",,,0","-31.25",",,,0","","","","","","","",""
"USW00027401","1957-04","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","30",",0","0",",0","18",",0","30",",0","29",",0","0",",0","0",",0","11","","","","19570402",",,0","19570411","+,,0","19570415",",,0","","","19570415",",,0","19570417",",,0","-33.3",",0,02,","660",",,0,11,+","8",",,0,15,","0.8",",,0,15,","1.1",",0,17,","9665.4","0","979.7",",0","1.4",",,,0","14",",,,0","-14.32",",0","-9.54",",,,0","-19.11",",,,0","","","","","","","",""
"USW00027401","1957-05","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","31",",0","0",",0","4",",0","31",",0","23",",0","0",",0","0",",0","18","","","","19570502",",,0","19570506","+,,0","19570503",",,0","","","19570522",",,0","19570507",",,0","-20.0",",0,02,","432",",,0,06,+","3",",,0,03,","1.0",",,0,22,","3.3",",0,07,","10426.0","0","760.6",",0","1.3",",,,0","3",",,,0","-6.20",",0","-3.18",",,,0","-9.23",",,,0","","","","","","","",""
"USW00027401","1957-06","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","18",",0","0",",0","0",",0","27",",0","5",",0","0",",0","0",",0","16","","","","19570613",",,0","19570602","+,,0","19570625",",,0","","","19570625",",,0","19570626",",,0","-4.4",",0,13,","127",",,0,02,+","15",",,0,25,","2.3",",,0,25,","17.2",",0,26,","10952.0","0","526.0",",0","4.8",",,,0","23",",,,0","0.80",",0","3.38",",,,0","-1.79",",,,0","","","","","","","",""
"USW00027401","1957-07","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","0",",0","0",",0","25","","","","19570723","+,,0","19570705","+,,0","19570721",",,0","","","19570720",",,0","19570706",",,0","-0.6",",0,23,+","0",",T,0,05,+","0",",T,0,21,","6.4",",,0,20,","18.9",",0,06,","418.2","0","418.2",",0","24.4",",,,0","0",",T,,0","4.84",",0","8.17",",,,0","1.52",",,,0","","","","","","","",""
"USW00027401","1957-08","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","17",",0","6",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","2",",0","0",",0","24","","","","19570829",",,0","19570831","+,,0","19570831","+,,0","","","19570816",",,0","19570816",",,0","0.0",",0,29,","0",",,0,31,+","0",",,0,31,+","8.6",",,0,16,","22.2",",0,16,","745.4","0","327.2",",0","41.2",",,,0","0",",,,0","7.78",",0","11.40",",,,0","4.16",",,,0","","","","","","","",""
"USW00027401","1957-09","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","14",",0","8",",0","0",",0","17",",0","6",",0","0",",0","21",",0","15",",0","0",",0","0",",0","18","","","","19570926",",,0","19570922",",,0","19570920",",,0","","","19570920",",,0","19570904",",,0","-13.9",",0,26,","381",",,0,22,","231",",,0,20,","23.1",",,0,20,","16.1",",0,04,","1328.4","0","583.0",",0","76.0",",,,0","580",",,,0","-1.10",",0","1.17",",,,0","-3.37",",,,0","","","","","","","",""
"USW00027401","1957-10","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","18",",0","5",",0","0",",0","31",",0","5",",0","3",",0","31",",0","23",",0","0",",0","0",",0","5","","","","19571031",",,0","19571031","+,,0","19571001",",,0","","","19571001",",,0","19571008",",,0","-20.0",",0,31,","330",",,0,31,+","43",",,0,01,","4.3",",,0,01,","5.6",",0,08,","2103.9","0","775.5",",0","30.1",",,,0","275",",,,0","-6.68",",0","-3.52",",,,0","-9.85",",,,0","","","","","","","",""
"USW00027401","1957-11","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","6",",0","0",",0","0",",0","30",",0","0",",0","24",",0","30",",0","30",",0","0",",0","0",",0","7","","","","19571111",",,0","19571130","+,,0","19571117",",,0","","","19571117",",,0","19571106",",,0","-30.0",",0,11,","406",",,0,30,+","20",",,0,17,","2.0",",,0,17,","-7.8",",0,06,","3263.7","0","1159.8",",0","6.2",",,,0","62",",,,0","-20.33",",0","-17.63",",,,0","-23.02",",,,0","","","","","","","",""
"USW00027401","1957-12","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","6",",0","1",",0","0",",0","31",",0","1",",0","30",",0","31",",0","31",",0","0",",0","0",",0","8","","","","19571231",",,0","19571231","+,,0","19571211",",,0","","","19571211",",,0","19571211",",,0","-43.9",",0,31,","457",",,0,31,+","33",",,0,11,","3.3",",,0,11,","-12.2",",0,11,","4778.4","0","1514.7",",0","6.4",",,,0","64",",,,0","-30.53",",0","-27.57",",,,0","-33.49",",,,0","","","","","","","",""
"USW00027401","1958-01","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","7",",0","1",",0","0",",0","31",",0","1",",0","31",",0","31",",0","31",",0","0",",0","0",",0","8","","","","19580101",",,0","19580131","+,,0","19580119",",,0","","","19580119",",,0","19580124",",,0","-45.0",",0,01,","508",",,0,31,+","25",",,0,19,","2.5",",,0,19,","-15.6",",0,24,","6208.8","0","1430.4",",0","7.4",",,,0","74",",,,0","-27.81",",0","-24.77",",,,0","-30.85",",,,0","","","","","","","",""
"USW00027401","1958-02","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","5",",0","0",",0","0",",0","28",",0","0",",0","28",",0","28",",0","28",",0","0",",0","0",",0","9","","","","19580220",",,0","19580228","+,,0","19580205",",,0","","","19580205",",,0","19580204",",,0","-43.9",",0,20,","533",",,0,28,+","20",",,0,05,","2.0",",,0,05,","-13.3",",0,04,","7624.7","0","1415.9",",0","3.7",",,,0","37",",,,0","-32.23",",0","-28.63",",,,0","-35.84",",,,0","","","","","","","",""
"USW00027401","1958-03","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","13",",0","0",",0","0",",0","31",",0","0",",0","30",",0","31",",0","31",",0","0",",0","0",",0","12","","","","19580310",",,0","19580331","+,,0","19580320",",,0","","","19580320",",,0","19580313",",,0","-39.4",",0,10,","660",",,0,31,+","23",",,0,20,","2.3",",,0,20,","-2.2",",0,13,","8981.0","0","1356.3",",0","11.0",",,,0","117",",,,0","-25.42",",0","-20.70",",,,0","-30.14",",,,0","","","","","","","",""
"USW00027401","1958-04","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","12",",0","1",",0","0",",0","30",",0","0",",0","21",",0","30",",0","25",",0","0",",0","0",",0","4","","","","19580405",",,0","19580424","+,,0","19580430",",,0","","","19580425",",,0","19580426",",,0","-35.0",",0,05,","711",",,0,24,+","23",",,0,30,","6.9",",,0,25,","6.1",",0,26,","10027.8","0","1046.8",",0","16.0",",,,0","93",",,,0","-16.56",",0","-12.11",",,,0","-21.01",",,,0","","","","","","","",""
"USW00027401","1958-05","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","7",",0","0",",0","0",",0","31",",0","0",",0","3",",0","31",",0","25",",0","0",",0","0",",0","22","","","","19580503",",,0","19580516","+,,0","19580511",",,0","","","19580511",",,0","19580523",",,0","-22.8",",0,03,","533",",,0,16,+","5",",,0,11,","0.5",",,0,11,","6.7",",0,23,","10778.3","0","750.5",",0","2.3",",,,0","17",",,,0","-5.88",",0","-2.99",",,,0","-8.76",",,,0","","","","","","","",""
"USW00027401","1958-06","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","4",",0","0",",0","0",",0","13",",0","0",",0","0",",0","13",",0","3",",0","0",",0","0",",0","14","","","","19580602","+,,0","19580604","+,,0","19580607","+,,0","","","19580618",",,0","19580629",",,0","-4.4",",0,02,+","203",",,0,04,+","0",",T,0,07,+","2.0",",,0,18,","11.7",",0,29,","11257.7","0","479.4",",0","4.3",",,,0","0",",T,,0","2.35",",0","4.90",",,,0","-0.19",",,,0","","","","","","","",""
"USW00027401","1958-07","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23","","","","19580710","+,,0","19580702","+,,0","19580731","+,,0","","","19580714",",,0","19580716",",,0","2.8",",0,10,+","0",",T,0,02,+","0",",,0,31,+","3.3",",,0,14,","18.3",",0,16,","339.0","0","339.0",",0","3.8",",,,0","0",",,,0","7.40",",0","10.59",",,,0","4.21",",,,0","","","","","","","",""
"USW00027401","1958-08","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27","","","","19580820",",,0","19580831","+,,0","19580831","+,,0","","","19580810",",,0","19580811",",,0","1.7",",0,20,","0",",,0,31,+","0",",,0,31,+","3.0",",,0,10,","13.9",",0,11,","682.4","0","343.4",",0","4.0",",,,0","0",",,,0","7.25",",0","10.05",",,,0","4.46",",,,0","","","","","","","",""
"USW00027401","1958-09","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","9",",0","3",",0","0",",0","2",",0","1",",0","0",",0","16",",0","1",",0","0",",0","0",",0","19","","","","19580930",",,0","19580930",",,0","19580929",",,0","","","19580929",",,0","19580918",",,0","-6.7",",0,30,","76",",,0,30,","43",",,0,29,","4.3",",,0,29,","13.3",",0,18,","1154.5","0","472.1",",0","18.2",",,,0","66",",,,0","2.60",",0","5.70",",,,0","-0.51",",,,0","","","","","","","",""
"USW00027401","1958-10","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","16",",0","0",",0","0",",0","31",",0","1",",0","5",",0","31",",0","31",",0","0",",0","0",",0","2","","","","19581022","+,,0","19581031","+,,0","19581029",",,0","","","19581029",",,0","19581015","+,,0","-22.2",",0,22,+","127",",,0,31,+","43",",,0,29,","2.0",",,0,29,","-0.6",",0,15,+","2007.4","0","852.9",",0","11.0",",,,0","133",",,,0","-9.18",",0","-5.62",",,,0","-12.74",",,,0","","","","","","","",""
"USW00027401","1958-11","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","15",",0","1",",0","0",",0","30",",0","1",",0","15",",0","30",",0","30",",0","0",",0","0",",0","2","","","","19581123",",,0","19581130","+,,0","19581117",",,0","","","19581117",",,0","19581128",",,0","-32.2",",0,23,","152",",,0,30,+","33",",,0,17,","2.5",",,0,17,","-3.9",",0,28,","3028.7","0","1021.3",",0","10.2",",,,0","116",",,,0","-15.71",",0","-12.64",",,,0","-18.79",",,,0","","","","","","","",""
"USW00027401","1958-12","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","9",",0","0",",0","0",",0","31",",0","0",",0","28",",0","31",",0","31",",0","0",",0","0",",0","2","","","","19581229",",,0","19581231","+,,0","19581225",",,0","","","19581225","+,,0","19581205",",,0","-37.2",",0,29,","152",",,0,31,+","10",",,0,25,","0.8",",,0,25,+","-7.8",",0,05,","4251.0","0","1222.3",",0","4.3",",,,0","45",",,,0","-21.10",",0","-17.91",",,,0","-24.28",",,,0","","","","","","","",""
"USW00027401","1959-01","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","31",",0","0",",0","31",",0","31",",0","31",",0","0",",0","0",",0","5","","","","19590108",",,0","19590131","+,,0","19590118","+,,0","","","19590107",",,0","19590119",",,0","-38.9",",0,08,","152",",,0,31,+","3",",,0,18,+","0.3",",,0,07,","-3.9",",0,19,","5670.2","0","1419.2",",0","0.3",",,,0","6",",,,0","-27.45",",0","-23.75",",,,0","-31.15",",,,0","","","","","","","",""
"USW00027401","1959-02","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","8",",0","2",",0","0",",0","28",",0","2",",0","25",",0","28",",0","28",",0","0",",0","0",",0","5","","","","19590224",",,0","19590228","+,,0","19590214",",,0","","","19590214",",,0","19590214",",,0","-36.7",",0,24,","279",",,0,28,+","58",",,0,14,","5.3",",,0,14,","-1.1",",0,14,","6771.6","0","1101.4",",0","14.8",",,,0","162",",,,0","-21.00",",0","-17.02",",,,0","-24.98",",,,0","","","","","","","",""
"USW00027401","1959-03","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","6",",0","0",",0","0",",0","31",",0","0",",0","31",",0","31",",0","31",",0","0",",0","0",",0","","","","","19590311",",,0","19590331","+,,0","19590306",",,0","","","19590306",",,0","19590331",",,0","-42.2",",0,11,","279",",,0,31,+","13",",,0,06,","1.3",",,0,06,","-20.6",",0,31,","8325.4","0","1553.8",",0","4.1",",,,0","44",",,,0","-31.79",",0","-27.80",",,,0","-35.78",",,,0","","","","","","","",""
"USW00027401","1959-04","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","5",",0","0",",0","0",",0","30",",0","0",",0","28",",0","30",",0","30",",0","0",",0","0",",0","6","","","","19590416",",,0","19590430","+,,0","19590413",",,0","","","19590413",",,0","19590426",",,0","-33.9",",0,16,","279",",,0,30,+","8",",,0,13,","0.8",",,0,13,","-8.3",",0,26,","9469.6","0","1144.2",",0","2.2",",,,0","24",",,,0","-19.81",",0","-15.48",",,,0","-24.14",",,,0","","","","","","","",""
"USW00027401","1959-05","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","6",",0","0",",0","0",",0","31",",0","0",",0","3",",0","31",",0","26",",0","0",",0","0",",0","16","","","","19590502","+,,0","19590505","+,,0","19590527",",,0","","","19590527",",,0","19590525",",,0","-20.6",",0,02,+","279",",,0,05,+","18",",,0,27,","1.8",",,0,27,","2.8",",0,25,","10235.0","0","765.4",",0","4.5",",,,0","47",",,,0","-6.36",",0","-3.08",",,,0","-9.63",",,,0","","","","","","","",""
"USW00027401","1959-06","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","1",",0","1",",0","0",",0","12",",0","0",",0","0",",0","28",",0","7",",0","0",",0","0",",0","22","","","","19590602",",,0","19590610","+,,0","19590609","+,,0","","","19590612",",,0","19590610",",,0","-7.8",",0,02,","76",",,0,10,+","0",",T,0,09,+","3.3",",,0,12,","8.9",",0,10,","10789.0","0","554.0",",0","3.3",",,,0","0",",T,,0","-0.13",",0","2.48",",,,0","-2.75",",,,0","","","","","","","",""
"USW00027401","1959-07","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","16",",0","6",",0","0",",0","1",",0","2",",0","0",",0","14",",0","0",",0","0",",0","0",",0","22","","","","19590724",",,0","19590728",",,0","19590712",",,0","1","","19590726",",,0","19590709",",,0","-2.8",",0,24,","25",",,0,28,","33",",,0,12,","12.4",",,0,26,","17.2",",0,09,","449.8","0","449.8",",0","49.8",",,,0","63",",,,0","3.82",",0","7.08",",,,0","0.57",",,,0","","","","","","","",""
