"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00026627","1950-08","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","19",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","11","","","","19500829","+,,0","19500831","+,,0","19500831","+,,0","","","19500809","+,,0","19500815",",,0","1.1",",0,29,+","0",",,0,31,+","0",",,0,31,+","10.7",",,0,09,+","26.7",",0,15,","319.5","0","173.9",",0","56.0",",,,0","0",",,,0","12.72",",0","16.99",",,,0","8.46",",,,0","","","","","","","","","","","",""
"USW00026627","1950-09","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","12",",0","10",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","0",",0","0",",0","4","","","","19500922",",,0","19500930","+,,0","19500926",",,0","","","19500927",",,0","19500903",",,0","-1.7",",0,22,","0",",,0,30,+","0",",T,0,26,","13.5",",,0,27,","19.4",",0,03,","653.2","0","333.7",",0","81.4",",,,0","0",",T,,0","7.21",",0","11.68",",,,0","2.73",",,,0","","","","","","","","","","","",""
"USW00026627","1950-10","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","5",",0","0",",0","0",",0","0",",0","0",",0","1",",0","22",",0","10",",0","0",",0","0",",0","4","","","","19501031",",,0","19501031","+,,0","19501031","+,,0","","","19501015",",,0","19501001",",,0","-18.3",",0,31,","0",",T,0,31,+","0",",T,0,31,+","2.3",",,0,15,","13.9",",0,01,","1244.4","0","591.2",",0","6.2",",,,0","0",",T,,0","-0.74",",0","3.18",",,,0","-4.65",",,,0","","","","","","","","","","","",""
"USW00026627","1950-11","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0","2,0","11",",0","2",",0","0",",0","17",",0","3",",0","8","1,0","29","1,0","17","1,0","0","1,0","0","1,0","11","","","","19501123",",1,0","19501108","+,,0","19501102",",,0","","","19501102",",,0","19501110",",1,0","-27.8","1,0,23,","102",",,0,08,+","89",",,0,02,","4.8",",,0,02,","6.7","1,0,10,","2011.4","0","767.0","1,0","14.2",",,,0","198",",,,0","-9.23","2,0","-5.10","1,,,0","-13.36","1,,,0","","","","","","","","","","","",""
"USW00026627","1950-12","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","6",",0","2",",0","0",",0","31",",0","3",",0","17",",0","31",",0","30",",0","0",",0","0",",0","","","","","19501207",",,0","19501231","+,,0","19501231","+,,0","","","19501226","+,,0","19501212",",,0","-33.9",",0,07,","102",",,0,31,+","25",",,0,31,+","3.0",",,0,26,+","1.1",",0,12,","3028.7","0","1017.3",",0","9.1",",,,0","129",",,,0","-14.48",",0","-11.12",",,,0","-17.84",",,,0","","","","","","","","","","","",""
"USW00026627","1951-01","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","9",",0","0",",0","0",",0","31",",0","4",",0","25",",0","31",",0","31",",0","0",",0","0",",0","7","","","","19510112",",,0","19510131","+,,0","19510106",",,0","","","19510106","+,,0","19510128","+,,0","-42.8",",0,12,","305",",,0,31,+","71",",,0,06,","1.8",",,0,06,+","-5.0",",0,28,+","4294.3","0","1265.6",",0","8.4",",,,0","265",",,,0","-22.49",",0","-18.65",",,,0","-26.33",",,,0","","","","","","","","","","","",""
"USW00026627","1951-02","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","10",",0","0",",0","0",",0","28",",0","7",",0","18",",0","28",",0","27",",0","0",",0","0",",0","6","","","","19510218",",,0","19510228","+,,0","19510222",",,0","","","19510222",",,0","19510222",",,0","-35.0",",0,18,","305",",,0,28,+","76",",,0,22,","1.5",",,0,22,","1.7",",0,22,","5231.7","0","937.4",",0","8.3",",,,0","303",",,,0","-15.15",",0","-10.58",",,,0","-19.72",",,,0","","","","","","","","","","","",""
"USW00026627","1951-03","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","31",",0","2",",0","25",",0","31",",0","31",",0","0",",0","0",",0","3","","","","19510327",",,0","19510309","+,,0","19510320",",,0","","","19510319",",,0","19510331",",,0","-36.7",",0,27,","330",",,0,09,+","97",",,0,20,","3.6",",,0,19,","-1.1",",0,31,","6374.2","0","1142.5",",0","5.2",",,,0","153",",,,0","-18.52",",0","-13.23",",,,0","-23.82",",,,0","","","","","","","","","","","",""
"USW00026627","1951-04","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","9",",0","4",",0","0",",0","21",",0","3",",0","0",",0","29",",0","11",",0","0",",0","0",",0","4","","","","19510404",",,0","19510410",",,0","19510428","+,,0","","","19510416",",,0","19510420",",,0","-11.1",",0,04,","254",",,0,10,","51",",,0,28,+","10.7",",,0,16,","12.2",",0,20,","6969.9","0","595.7",",0","29.5",",,,0","179",",,,0","-1.52",",0","1.96",",,,0","-5.01",",,,0","","","","","","","","","","","",""
"USW00026627","1951-05","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","0",",0","0",",0","2","","","","19510501",",,0","19510531","+,,0","19510502",",,0","","","19510502",",,0","19510508",",,0","-4.4",",0,01,","0",",,0,31,+","0",",T,0,02,","8.1",",,0,02,","19.4",",0,08,","7323.8","0","353.9",",0","12.7",",,,0","0",",T,,0","6.92",",0","12.08",",,,0","1.76",",,,0","","","","","","","","","","","",""
"USW00026627","1951-06","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.6","0","0.6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","2","","","","19510624",",,0","19510630","+,,0","19510616",",,0","1","","19510620",",,0","19510626",",,0","0.6",",0,24,","0",",,0,30,+","0",",T,0,16,","6.4",",,0,20,","30.0",",0,26,","7530.0","0","206.2",",0","11.3",",,,0","0",",T,,0","11.48",",0","16.44",",,,0","6.52",",,,0","","","","","","","","","","","",""
"USW00026627","1951-07","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.6","0","0.0",",0","20",",0","11",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","9","","","","19510722","+,,0","19510731","+,,0","19510731","+,,0","","","19510716",",,0","19510711",",,0","1.7",",0,22,+","0",",,0,31,+","0",",,0,31,+","14.5",",,0,16,","22.2",",0,11,","206.7","0","206.7",",0","92.7",",,,0","0",",,,0","11.66",",0","15.19",",,,0","8.14",",,,0","","","","","","","","","","","",""
"USW00026627","1951-08","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.6","0","0.0",",0","24",",0","16",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","7","","","","19510831",",,0","19510831","+,,0","19510831","+,,0","","","19510821",",,0","19510828","+,,0","-1.1",",0,31,","0",",,0,31,+","0",",,0,31,+","30.7",",,0,21,","17.2",",0,28,+","465.4","0","258.7",",0","205.2",",,,0","0",",,,0","9.99",",0","13.36",",,,0","6.61",",,,0","","","","","","","","","","","",""
"USW00026627","1951-09","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.6","0","0.0",",0","17",",0","8",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","0",",0","0",",0","3","","","","19510928",",,0","19510930","+,,0","19510930",",,0","","","19510908",",,0","19510903",",,0","-7.8",",0,28,","0",",,0,30,+","13",",,0,30,","8.9",",,0,08,","20.6",",0,03,","818.1","0","352.7",",0","51.3",",,,0","13",",,,0","6.58",",0","10.73",",,,0","2.42",",,,0","","","","","","","","","","","",""
"USW00026627","1951-10","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.6","0","0.0",",0","9",",0","3",",0","0",",0","20",",0","2",",0","3",",0","30",",0","13",",0","0",",0","0",",0","2","","","","19511012",",,0","19511008",",,0","19511008",",,0","","","19511008",",,0","19511002",",,0","-20.6",",0,12,","152",",,0,08,","163",",,0,08,","23.4",",,0,08,","5.0",",0,02,","1496.7","0","678.6",",0","38.9",",,,0","231",",,,0","-3.56",",0","0.60",",,,0","-7.71",",,,0","","","","","","","","","","","",""
"USW00026627","1951-11","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.6","0","0.0",",0","7",",0","3",",0","0",",0","18",",0","4",",0","5",",0","30",",0","22",",0","0",",0","0",",0","7","","","","19511130",",,0","19511130","+,,0","19511117",",,0","","","19511117",",,0","19511102",",,0","-36.7",",0,30,","178",",,0,30,+","97",",,0,17,","4.8",",,0,17,","3.3",",0,02,","2289.2","0","792.5",",0","13.2",",,,0","217",",,,0","-8.09",",0","-4.13",",,,0","-12.04",",,,0","","","","","","","","","","","",""
"USW00026627","1951-12","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.6","0","0.0",",0","8",",0","2",",0","0",",0","31",",0","6",",0","16",",0","31",",0","24",",0","0",",0","0",",0","17","","","","19511202","+,,0","19511231","+,,0","19511228","+,,0","","","19511229",",,0","19511229","+,,0","-37.8",",0,02,+","330",",,0,31,+","36",",,0,28,+","5.1",",,0,29,","2.2",",0,29,+","3326.7","0","1037.5",",0","12.2",",,,0","206",",,,0","-15.14",",0","-10.95",",,,0","-19.32",",,,0","","","","","","","","","","","",""
"USW00026627","1952-01","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","4",",0","1",",0","0",",0","31",",0","2",",0","23",",0","31",",0","30",",0","0",",0","0",",0","6","","","","19520108",",,0","19520121","+,,0","19520101",",,0","","","19520115",",,0","19520103",",,0","-38.9",",0,08,","432",",,0,21,+","41",",,0,01,","7.1",",,0,15,","0.6",",0,03,","4463.1","0","1136.4",",0","11.5",",,,0","90",",,,0","-18.32",",0","-13.78",",,,0","-22.87",",,,0","","","","","","","","","","","",""
"USW00026627","1952-02","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","4",",0","0",",0","0",",0","29",",0","3",",0","14",",0","29",",0","28",",0","0",",0","0",",0","14","","","","19520212","+,,0","19520229","+,,0","19520209",",,0","","","19520218","+,,0","19520228",",,0","-38.9",",0,12,+","483",",,0,29,+","36",",,0,09,","1.0",",,0,18,+","1.7",",0,28,","5469.2","0","1006.1",",0","3.1",",,,0","97",",,,0","-16.36",",0","-12.88",",,,0","-19.84",",,,0","","","","","","","","","","","",""
"USW00026627","1952-03","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","3",",0","2",",0","0",",0","31",",0","2",",0","14",",0","31",",0","30",",0","0",",0","0",",0","15","","","","19520328",",,0","19520308","+,,0","19520325",",,0","","","19520325",",,0","19520308",",,0","-33.3",",0,28,","483",",,0,08,+","41",",,0,25,","4.1",",,0,25,","1.7",",0,08,","6427.0","0","957.8",",0","7.9",",,,0","79",",,,0","-12.56",",0","-8.36",",,,0","-16.77",",,,0","","","","","","","","","","","",""
"USW00026627","1952-04","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","3",",0","0",",0","0",",0","30",",0","0",",0","4",",0","30",",0","23",",0","0",",0","0",",0","11","","","","19520402","+,,0","19520407","+,,0","19520430",",,0","","","19520408",",,0","19520407",",,0","-27.8",",0,02,+","406",",,0,07,+","5",",,0,30,","1.8",",,0,08,","3.9",",0,07,","7209.4","0","782.4",",0","3.3",",,,0","5",",,,0","-7.75",",0","-3.74",",,,0","-11.76",",,,0","","","","","","","","","","","",""
"USW00026627","1952-05","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","6",",0","4",",0","0",",0","25",",0","3",",0","1",",0","26",",0","7",",0","0",",0","0",",0","10","","","","19520507",",,0","19520509","+,,0","19520504",",,0","","","19520504",",,0","19520530",",,0","-21.1",",0,07,","330",",,0,09,+","104",",,0,04,","11.2",",,0,04,","16.1",",0,30,","7798.0","0","588.6",",0","23.9",",,,0","193",",,,0","-0.65",",0","4.07",",,,0","-5.38",",,,0","","","","","","","","","","","",""
"USW00026627","1952-06","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","2",",0","0",",0","7","","","","19520606",",,0","19520630","+,,0","19520605",",,0","","","19520610",",,0","19520627",",,0","-3.9",",0,06,","0",",,0,30,+","0",",T,0,05,","2.0",",,0,10,","26.7",",0,27,","8082.3","0","284.3",",0","3.1",",,,0","0",",T,,0","8.86",",0","13.84",",,,0","3.88",",,,0","","","","","","","","","","","",""
"USW00026627","1952-07","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","12",",0","12",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","10","","","","19520720",",,0","19520731","+,,0","19520731","+,,0","","","19520728",",,0","19520721",",,0","4.4",",0,20,","0",",,0,31,+","0",",,0,31,+","17.5",",,0,28,","25.0",",0,21,","196.7","0","196.7",",0","87.9",",,,0","0",",,,0","11.99",",0","16.50",",,,0","7.48",",,,0","","","","","","","","","","","",""
"USW00026627","1952-08","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","19",",0","10",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","2",",0","0",",0","14","","","","19520825",",,0","19520831","+,,0","19520831","+,,0","","","19520803",",,0","19520804",",,0","-1.7",",0,25,","0",",,0,31,+","0",",,0,31,+","25.7",",,0,03,","22.2",",0,04,","442.6","0","245.9",",0","109.8",",,,0","0",",,,0","10.40",",0","14.83",",,,0","5.97",",,,0","","","","","","","","","","","",""
"USW00026627","1952-09","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","0",",0","0",",0","2","","","","19520930","+,,0","19520930","+,,0","19520930","+,,0","","","19520902",",,0","19520901",",,0","-8.3",",0,30,+","0",",,0,30,+","0",",,0,30,+","22.6",",,0,02,","13.9",",0,01,","842.2","0","399.6",",0","49.2",",,,0","0",",,,0","5.01",",0","9.60",",,,0","0.43",",,,0","","","","","","","","","","","",""
"USW00026627","1952-10","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","9",",0","1",",0","0",",0","0",",0","1",",0","0",",0","26",",0","9",",0","0",",0","0",",0","5","","","","19521023",",,0","19521031","+,,0","19521016",",,0","","","19521016",",,0","19521004",",,0","-14.4",",0,23,","0",",T,0,31,+","51",",,0,16,","10.7",",,0,16,","12.2",",0,04,","1436.0","0","593.8",",0","19.8",",,,0","86",",,,0","-0.82",",0","2.89",",,,0","-4.53",",,,0","","","","","","","","","","","",""
"USW00026627","1952-11","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","15",",0","1",",0","4",",0","30",",0","21",",0","0",",0","0",",0","6","","","","19521130",",,0","19521120","+,,0","19521115",",,0","","","19521115",",,0","19521123",",,0","-24.4",",0,30,","51",",,0,20,+","51",",,0,15,","5.1",",,0,15,","5.0",",0,23,","2160.9","0","724.9",",0","7.2",",,,0","72",",,,0","-5.83",",0","-2.15",",,,0","-9.51",",,,0","","","","","","","","","","","",""
"USW00026627","1952-12","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","4",",0","0",",0","0",",0","15",",0","0",",0","18",",0","31",",0","31",",0","0",",0","0",",0","6","","","","19521203",",,0","19521231","+,,0","19521228",",,0","","","19521228",",,0","19521226",",,0","-32.2",",0,03,","51",",,0,31,+","20",",,0,28,","2.0",",,0,28,","-1.7",",0,26,","3220.2","0","1059.3",",0","4.6",",,,0","43",",,,0","-15.84",",0","-11.87",",,,0","-19.81",",,,0","","","","","","","","","","","",""
"USW00026627","1953-01","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","1",",0","1",",0","0",",0","12",",0","1",",0","24",",0","31",",0","30",",0","0",",0","0",",0","3","","","","19530127",",,0","19530130","+,,0","19530124",",,0","","","19530124",",,0","19530105",",,0","-42.8",",0,27,","76",",,0,30,+","76",",,0,24,","7.6",",,0,24,","1.7",",0,05,","4439.4","0","1219.2",",0","7.6",",,,0","76",",,,0","-21.00",",0","-15.95",",,,0","-26.04",",,,0","","","","","","","","","","","",""
"USW00026627","1953-02","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","9",",0","2",",0","0",",0","20",",0","2",",0","17",",0","28",",0","28",",0","0",",0","0",",0","12","","","","19530208","+,,0","19530228","+,,0","19530225",",,0","","","19530225",",,0","19530214","+,,0","-41.7",",0,08,+","76",",,0,28,+","38",",,0,25,","3.8",",,0,25,","-0.6",",0,14,+","5444.5","0","1005.1",",0","14.5",",,,0","145",",,,0","-17.56",",0","-12.39",",,,0","-22.74",",,,0","","","","","","","","","","","",""
"USW00026627","1953-03","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","27",",0","31",",0","31",",0","0",",0","0",",0","9","","","","19530306",",,0","19530312","+,,0","19530331","+,,0","","","19530331","+,,0","19530324",",,0","-36.7",",0,06,","76",",,0,12,+","0",",T,0,31,+","0.0",",T,0,31,+","0.0",",0,24,","6571.8","0","1127.3",",0","0.0",",T,,0","0",",T,,0","-18.03",",0","-11.04",",,,0","-25.02",",,,0","","","","","","","","","","","",""
"USW00026627","1953-04","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","14",",0","1",",0","4",",0","30",",0","9",",0","0",",0","0",",0","10","","","","19530404",",,0","19530414","+,,0","19530427",",,0","","","19530427",",,0","19530419",",,0","-23.9",",0,04,","25",",,0,14,+","25",",,0,27,","2.5",",,0,27,","12.8",",0,19,","7218.4","0","646.6",",0","4.5",",,,0","25",",,,0","-3.22",",0","2.17",",,,0","-8.61",",,,0","","","","","","","","","","","",""
"USW00026627","1953-05","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","0",",0","0",",0","6","","","","19530516","+,,0","19530531","+,,0","19530531","+,,0","","","19530531","+,,0","19530519",",,0","-4.4",",0,16,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,31,+","20.6",",0,19,","7626.5","0","408.1",",0","0.0",",T,,0","0",",,,0","5.17",",0","11.30",",,,0","-0.96",",,,0","","","","","","","","","","","",""
"USW00026627","1953-06","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","12","","","","19530602",",,0","19530630","+,,0","19530630","+,,0","","","19530624",",,0","19530615","+,,0","-1.1",",0,02,","0",",,0,30,+","0",",,0,30,+","21.6",",,0,24,","18.3",",0,15,+","7903.7","0","277.2",",0","35.0",",,,0","0",",,,0","9.09",",0","13.18",",,,0","5.01",",,,0","","","","","","","","","","","",""
"USW00026627","1953-07","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.6","0","0.6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","5",",0","0",",0","6","","","","19530716",",,0","19530731","+,,0","19530731","+,,0","4","","19530720",",,0","19530726",",,0","0.0",",0,16,","0",",,0,31,+","0",",,0,31,+","5.8",",,0,20,","27.8",",0,26,","212.0","0","212.0",",0","8.9",",,,0","0",",,,0","11.51",",0","17.33",",,,0","5.70",",,,0","","","","","","","","","","","",""
"USW00026627","1953-08","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.6","0","0.0",",0","18",",0","13",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","0",",0","0",",0","9","","","","19530816",",,0","19530831","+,,0","19530831","+,,0","","","19530811",",,0","19530808",",,0","-2.2",",0,16,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,11,","18.3",",0,08,","454.0","0","242.0",",0","125.9",",,,0","0",",,,0","10.53",",0","14.81",",,,0","6.25",",,,0","","","","","","","","","","","",""
"USW00026627","1953-09","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.6","0","0.0",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","0",",0","0",",0","","","","","19530929",",,0","19530930","+,,0","19530929","+,,0","","","19530922",",,0","19530910","+,,0","-6.7",",0,29,","0",",,0,30,+","0",",T,0,29,+","12.2",",,0,22,","18.3",",0,10,+","821.0","0","367.0",",0","41.5",",,,0","0",",T,,0","6.10",",0","11.52",",,,0","0.68",",,,0","","","","","","","","","","","",""
"USW00026627","1953-10","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.6","0","0.0",",0","4",",0","4",",0","0",",0","7",",0","3",",0","4",",0","31",",0","9",",0","0",",0","0",",0","2","","","","19531030",",,0","19531031","+,,0","19531024",",,0","","","19531024",",,0","19531007",",,0","-28.9",",0,30,","102",",,0,31,+","64",",,0,24,","6.4",",,0,24,","10.6",",0,07,","1510.8","0","689.8",",0","18.3",",,,0","132",",,,0","-3.92",",0","0.76",",,,0","-8.60",",,,0","","","","","","","","","","","",""
"USW00026627","1953-11","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.6","0","0.0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","5",",0","30",",0","30",",0","0",",0","0",",0","3","","","","19531105",",,0","19531105","+,,0","19531130","+,,0","","","19531130","+,,0","19531117",",,0","-22.2",",0,05,","102",",,0,05,+","0",",T,0,30,+","0.0",",T,0,30,+","-0.6",",0,17,","2341.7","0","830.9",",0","0.0",",T,,0","0",",T,,0","-9.36",",0","-6.11",",,,0","-12.62",",,,0","","","","","","","","","","","",""
"USW00026627","1953-12","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.6","0","0.0",",0","5",",0","1",",0","0",",0","4",",0","1",",0","14",",0","31",",0","31",",0","0",",0","0",",0","7","","","","19531216","+,,0","19531231","+,,0","19531228",",,0","","","19531228",",,0","19531225","+,,0","-32.8",",0,16,+","25",",,0,31,+","36",",,0,28,","3.6",",,0,28,","-3.3",",0,25,+","3362.9","0","1021.2",",0","6.1",",,,0","61",",,,0","-14.61",",0","-10.98",",,,0","-18.24",",,,0","","","","","","","","","","","",""
"USW00026627","1954-01","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","4",",0","3",",0","0",",0","25",",0","3",",0","24",",0","31",",0","30",",0","0",",0","0",",0","11","","","","19540131",",,0","19540131","+,,0","19540114",",,0","","","19540114",",,0","19540115",",,0","-44.4",",0,31,","127",",,0,31,+","86",",,0,14,","8.6",",,0,14,","0.6",",0,15,","4543.9","0","1181.0",",0","14.9",",,,0","149",",,,0","-19.76",",0","-13.81",",,,0","-25.72",",,,0","","","","","","","","","","","",""
"USW00026627","1954-02","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","3",",0","2",",0","0",",0","28",",0","2",",0","24",",0","28",",0","28",",0","0",",0","0",",0","3","","","","19540226","+,,0","19540219","+,,0","19540207",",,0","","","19540207",",,0","19540206",",,0","-41.1",",0,26,+","203",",,0,19,+","51",",,0,07,","5.1",",,0,07,","-6.1",",0,06,","5732.2","0","1188.3",",0","8.1",",,,0","79",",,,0","-24.11",",0","-18.35",",,,0","-29.86",",,,0","","","","","","","","","","","",""
"USW00026627","1954-03","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","8",",0","2",",0","0",",0","31",",0","2",",0","10",",0","31",",0","20",",0","0",",0","0",",0","6","","","","19540303",",,0","19540314","+,,0","19540302",",,0","","","19540319",",,0","19540329",",,0","-30.0",",0,03,","152",",,0,14,+","33",",,0,02,","7.1",",,0,19,","8.3",",0,29,","6584.6","0","852.4",",0","17.7",",,,0","108",",,,0","-9.16",",0","-4.27",",,,0","-14.05",",,,0","","","","","","","","","","","",""
"USW00026627","1954-04","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","0",",0","30",",0","19",",0","0",",0","0",",0","10","","","","19540413",",,0","19540404","+,,0","19540430","+,,0","","","19540430","+,,0","19540422",",,0","-17.2",",0,13,","25",",,0,04,+","0",",T,0,30,+","0.0",",T,0,30,+","9.4",",0,22,","7288.7","0","704.1",",0","0.0",",T,,0","0",",T,,0","-5.14",",0","-0.20",",,,0","-10.07",",,,0","","","","","","","","","","","",""
"USW00026627","1954-05","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","0",",0","0",",0","7","","","","19540517",",,0","19540531","+,,0","19540521","+,,0","","","19540529",",,0","19540524",",,0","-4.4",",0,17,","0",",,0,31,+","0",",T,0,21,+","1.3",",,0,29,","17.2",",0,24,","7692.2","0","403.5",",0","1.3",",,,0","0",",T,,0","5.32",",0","10.20",",,,0","0.44",",,,0","","","","","","","","","","","",""
"USW00026627","1954-06","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","8","","","","19540601",",,0","19540630","+,,0","19540630","+,,0","","","19540624",",,0","19540610",",,0","1.1",",0,01,","0",",,0,30,+","0",",,0,30,+","3.0",",,0,24,","22.2",",0,10,","7947.4","0","255.2",",0","6.6",",,,0","0",",,,0","9.83",",0","13.98",",,,0","5.67",",,,0","","","","","","","","","","","",""
