"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00026501","1957-02","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0","2,X","11",",X","3",",X","0",",X","28",",X","3",",X","20","1,X","27","1,X","25","1,X","0","1,X","0","1,X","12","","","","19570214",",1,X","19570228","+,,X","19570203",",,X","","","19570203",",,X","19570203","+,1,X","-43.9","1,X,14,","686",",,X,28,+","97",",,X,03,","9.4",",,X,03,","0.6","1,X,03,+","6269.4","X","1011.9","1,X","21.7",",,,X","217",",,,X","-20.47","2,X","-15.04","1,,,X","-25.90","1,,,X","","","","","","","","","","","",""
"USW00026501","1957-03","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","9",",X","2",",X","0",",X","31",",X","2",",X","17",",X","31",",X","27",",X","0",",X","0",",X","5","","","","19570327",",,X","19570331","+,,X","19570311",",,X","","","19570311",",,X","19570318",",,X","-30.0",",X,27,","889",",,X,31,+","28",",,X,11,","2.8",",,X,11,","3.3",",X,18,","7188.7","X","919.3",",X","12.6",",,,X","126",",,,X","-11.32",",X","-5.51",",,,X","-17.13",",,,X","","","","","","","","","","","",""
"USW00026501","1957-04","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","5",",X","0",",X","0",",X","23",",X","0",",X","3",",X","27",",X","5",",X","0",",X","0",",X","3","","","","19570404",",,X","19570408","+,,X","19570408",",,X","","","19570408",",,X","19570419",",,X","-24.4",",X,04,","889",",,X,08,+","18",",,X,08,","2.3",",,X,08,","10.6",",X,19,","7767.9","X","579.2",",X","4.5",",,,X","32",",,,X","-0.98",",X","3.62",",,,X","-5.57",",,,X","","","","","","","","","","","",""
"USW00026501","1957-05","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","6",",X","4",",X","0",",X","0",",X","0",",X","0",",X","8",",X","0",",X","1",",X","0",",X","","","","","19570504",",,X","19570531","+,,X","19570531","+,,X","","","19570520",",,X","19570526",",,X","-5.6",",X,04,","0",",,X,31,+","0",",,X,31,+","8.1",",,X,20,","21.1",",X,26,","8075.6","X","307.7",",X","18.5",",,,X","0",",,,X","8.41",",X","13.86",",,,X","2.95",",,,X","","","","","","","","","","","",""
"USW00026501","1957-06","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","32.7","X","32.7",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","21",",X","0",",X","","","","","19570623",",,X","19570630","+,,X","19570630","+,,X","2","","19570609",",,X","19570612","+,,X","6.7",",X,23,","0",",,X,30,+","0",",,X,30,+","1.8",",,X,09,","29.4",",X,12,+","8124.9","X","49.3",",X","2.6",",,,X","0",",,,X","17.78",",X","23.59",",,,X","11.97",",,,X","","","","","","","","","","","",""
"USW00026501","1957-07","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","44.9","X","12.2",",X","9",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","13",",X","0",",X","5","","","","19570721",",,X","19570731","+,,X","19570731","+,,X","1","","19570721",",,X","19570712","+,,X","6.7",",X,21,","0",",,X,31,+","0",",,X,31,+","10.4",",,X,21,","29.4",",X,12,+","107.2","X","107.2",",X","35.5",",,,X","0",",,,X","15.27",",X","20.05",",,,X","10.49",",,,X","","","","","","","","","","","",""
"USW00026501","1957-08","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","47.4","X","2.5",",X","14",",X","8",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","6",",X","0",",X","5","","","","19570822",",,X","19570831","+,,X","19570831","+,,X","","","19570816",",,X","19570815",",,X","5.6",",X,22,","0",",,X,31,+","0",",,X,31,+","13.5",",,X,16,","25.0",",X,15,","243.5","X","136.3",",X","53.1",",,,X","0",",,,X","14.02",",X","17.85",",,,X","10.18",",,,X","","","","","","","","","","","",""
"USW00026501","1957-09","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","47.4","X","0.0",",X","13",",X","8",",X","0",",X","3",",X","2",",X","0",",X","12",",X","2",",X","1",",X","0",",X","7","","","","19570930",",,X","19570928",",,X","19570928","+,,X","","","19570917",",,X","19570905",",,X","-9.4",",X,30,","51",",,X,28,","28",",,X,28,+","12.4",",,X,17,","23.9",",X,05,","606.0","X","362.5",",X","44.8",",,,X","56",",,,X","6.25",",X","10.13",",,,X","2.37",",,,X","","","","","","","","","","","",""
"USW00026501","1957-10","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","47.4","X","0.0",",X","11",",X","4",",X","0",",X","10",",X","3",",X","2",",X","22",",X","14",",X","0",",X","0",",X","11","","","","19571031",",,X","19571020","+,,X","19571016",",,X","","","19571016",",,X","19571007","+,,X","-24.4",",X,31,","102",",,X,20,+","86",",,X,16,","8.6",",,X,16,","9.4",",X,07,+","1233.2","X","627.2",",X","25.4",",,,X","160",",,,X","-1.90",",X","1.06",",,,X","-4.86",",,,X","","","","","","","","","","","",""
"USW00026501","1957-11","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","47.4","X","0.0",",X","20",",X","7",",X","0",",X","30",",X","7",",X","6",",X","30",",X","29",",X","0",",X","0",",X","15","","","","19571129","+,,X","19571130","+,,X","19571110",",,X","","","19571110",",,X","19571106",",,X","-22.8",",X,29,+","381",",,X,30,+","66",",,X,10,","6.6",",,X,10,","1.7",",X,06,","2070.7","X","837.5",",X","40.7",",,,X","407",",,,X","-9.58",",X","-6.96",",,,X","-12.21",",,,X","","","","","","","","","","","",""
"USW00026501","1957-12","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","47.4","X","0.0","1,X","10",",X","0",",X","0",",X","31",",X","0",",X","24","1,X","30","1,X","31",",X","0",",X","0",",X","18","","","","19571225",",1,X","19571214","+,,X","19571213",",,X","","","19571213",",,X","19571210",",,X","-47.8","1,X,25,","457",",,X,14,+","23",",,X,13,","2.3",",,X,13,","-6.1",",X,10,","3420.2","X","1349.5",",X","12.5",",,,X","125",",,,X","-26.92","1,X","-23.79",",,,X","-30.05","1,,,X","","","","","","","","","","","",""
"USW00026501","1958-01","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","10",",X","3",",X","0",",X","31",",X","3",",X","29",",X","31",",X","31",",X","0",",X","0",",X","6","","","","19580116",",,X","19580131",",,X","19580103",",,X","","","19580103",",,X","19580106","+,,X","-40.0",",X,16,","635",",,X,31,","66",",,X,03,","6.6",",,X,03,","-7.8",",X,06,+","4713.1","X","1292.9",",X","20.4",",,,X","204",",,,X","-23.37",",X","-19.35",",,,X","-27.40",",,,X","","","","","","","","","","","",""
"USW00026501","1958-02","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","6",",X","0",",X","0",",X","28",",X","0",",X","23",",X","28",",X","27",",X","0",",X","0",",X","2","","","","19580207",",,X","19580212","+,,X","19580202",",,X","","","19580202",",,X","19580203",",,X","-33.9",",X,07,","660",",,X,12,+","15",",,X,02,","1.5",",,X,02,","0.6",",X,03,","5759.8","X","1046.7",",X","5.4",",,,X","54",",,,X","-19.05",",X","-13.45",",,,X","-24.64",",,,X","","","","","","","","","","","",""
"USW00026501","1958-03","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","11",",X","2",",X","0",",X","31",",X","2",",X","13",",X","31",",X","26",",X","0",",X","0",",X","3","","","","19580325","+,,X","19580312",",,X","19580302",",,X","","","19580302",",,X","19580312",",,X","-25.0",",X,25,+","635",",,X,12,","48",",,X,02,","4.8",",,X,02,","3.9",",X,12,","6621.2","X","861.4",",X","15.1",",,,X","151",",,,X","-9.45",",X","-3.96",",,,X","-14.95",",,,X","","","","","","","","","","","",""
"USW00026501","1958-04","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","5",",X","0",",X","0",",X","28",",X","0",",X","1",",X","25",",X","11",",X","0",",X","0",",X","","","","","19580418",",,X","19580401",",,X","19580422",",,X","","","19580422",",,X","19580428","+,,X","-17.8",",X,18,","610",",,X,01,","18",",,X,22,","1.8",",,X,22,","15.6",",X,28,+","7246.7","X","625.5",",X","3.0",",,,X","24",",,,X","-2.52",",X","2.84",",,,X","-7.87",",,,X","","","","","","","","","","","",""
"USW00026501","1958-05","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","8",",X","2",",X","0",",X","1",",X","1",",X","0",",X","16",",X","2",",X","1",",X","0",",X","","","","","19580505",",,X","19580505",",,X","19580504",",,X","","","19580504",",,X","19580531",",,X","-13.9",",X,05,","51",",,X,05,","46",",,X,04,","4.6",",,X,04,","22.8",",X,31,","7659.1","X","412.4",",X","12.1",",,,X","69",",,,X","5.03",",X","10.10",",,,X","-0.04",",,,X","","","","","","","","","","","",""
"USW00026501","1958-06","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","2.6","X","2.6",",X","17",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","11",",X","0",",X","","","","","19580618","+,,X","19580630","+,,X","19580630","+,,X","3","","19580609",",,X","19580620","+,,X","6.1",",X,18,+","0",",,X,30,+","0",",,X,30,+","14.7",",,X,09,","26.7",",X,20,+","7758.7","X","99.6",",X","43.1",",,,X","0",",,,X","15.10",",X","19.76",",,,X","10.44",",,,X","","","","","","","","","","","",""
"USW00026501","1958-07","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","12.9","X","10.3",",X","17",",X","10",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","13",",X","0",",X","3","","","","19580726",",,X","19580731","+,,X","19580731","+,,X","1","","19580724",",,X","19580704",",,X","6.7",",X,26,","0",",,X,31,+","0",",,X,31,+","26.2",",,X,24,","30.0",",X,04,","87.4","X","87.4",",X","89.7",",,,X","0",",,,X","15.85",",X","20.16",",,,X","11.53",",,,X","","","","","","","","","","","",""
"USW00026501","1958-08","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","12.9","X","0.0",",X","15",",X","9",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","3",",X","0",",X","4","","","","19580802",",,X","19580831","+,,X","19580831","+,,X","1","","19580810",",,X","19580813",",,X","3.3",",X,02,","0",",,X,31,+","0",",,X,31,+","12.4",",,X,10,","23.3",",X,13,","269.0","X","181.6",",X","62.6",",,,X","0",",,,X","12.47",",X","16.37",",,,X","8.58",",,,X","","","","","","","","","","","",""
"USW00026501","1958-09","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","12.9","X","0.0",",X","16",",X","6",",X","0",",X","0",",X","1",",X","0",",X","8",",X","0",",X","0",",X","0",",X","6","","","","19580929",",,X","19580930","+,,X","19580930",",,X","","","19580910","+,,X","19580914","+,,X","-4.4",",X,29,","0",",,X,30,+","25",",,X,30,","4.1",",,X,10,+","14.4",",X,14,+","648.7","X","379.7",",X","29.0",",,,X","28",",,,X","5.68",",X","8.72",",,,X","2.63",",,,X","","","","","","","","","","","",""
"USW00026501","1958-10","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","12.9","X","0.0",",X","10",",X","2",",X","0",",X","31",",X","2",",X","6",",X","31",",X","29",",X","0",",X","0",",X","3","","","","19581027","+,,X","19581003",",,X","19581001",",,X","","","19581001",",,X","19581014",",,X","-21.7",",X,27,+","178",",,X,03,","119",",,X,01,","11.9",",,X,01,","5.0",",X,14,","1467.9","X","819.2",",X","25.6",",,,X","254",",,,X","-8.09",",X","-4.64",",,,X","-11.55",",,,X","","","","","","","","","","","",""
"USW00026501","1958-11","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","12.9","X","0.0",",X","13",",X","6",",X","0",",X","30",",X","6",",X","15",",X","30",",X","30",",X","0",",X","0",",X","6","","","","19581121",",,X","19581126",",,X","19581114",",,X","","","19581114",",,X","19581126",",,X","-35.6",",X,21,","406",",,X,26,","86",",,X,14,","8.6",",,X,14,","-2.2",",X,26,","2508.3","X","1040.4",",X","36.1",",,,X","361",",,,X","-16.35",",X","-12.85",",,,X","-19.85",",,,X","","","","","","","","","","","",""
"USW00026501","1958-12","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","12.9","X","0.0",",X","6",",X","1",",X","0",",X","31",",X","1",",X","27",",X","31",",X","31",",X","0",",X","0",",X","6","","","","19581231",",,X","19581231","+,,X","19581224",",,X","","","19581224",",,X","19581204",",,X","-43.3",",X,31,","432",",,X,31,+","51",",,X,24,","5.1",",,X,24,","-6.7",",X,04,","3769.6","X","1261.3",",X","9.7",",,,X","97",",,,X","-22.35",",X","-18.13",",,,X","-26.58",",,,X","","","","","","","","","","","",""
"USW00026501","1959-01","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","5",",X","1",",X","0",",X","31",",X","1",",X","31",",X","31",",X","31",",X","0",",X","0",",X","2","","","","19590101",",,X","19590131","+,,X","19590102",",,X","","","19590102",",,X","19590131",",,X","-41.1",",X,01,","533",",,X,31,+","51",",,X,02,","5.1",",,X,02,","-10.0",",X,31,","5176.0","X","1406.4",",X","11.4",",,,X","114",",,,X","-27.03",",X","-22.94",",,,X","-31.13",",,,X","","","","","","","","","","","",""
"USW00026501","1959-02","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","21",",X","5",",X","0",",X","28",",X","5",",X","14",",X","28",",X","26",",X","0",",X","0",",X","6","","","","19590228",",,X","19590228","+,,X","19590219",",,X","","","19590219",",,X","19590203","+,,X","-32.2",",X,28,","838",",,X,28,+","61",",,X,19,","6.1",",,X,19,","1.7",",X,03,+","6039.2","X","863.2",",X","39.4",",,,X","386",",,,X","-12.50",",X","-8.21",",,,X","-16.79",",,,X","","","","","","","","","","","",""
"USW00026501","1959-03","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","8",",X","0",",X","0",",X","31",",X","0",",X","29",",X","31",",X","31",",X","0",",X","0",",X","1","","","","19590310",",,X","19590305","+,,X","19590328",",,X","","","19590328",",,X","19590331",",,X","-45.6",",X,10,","864",",,X,05,+","18",",,X,28,","1.8",",,X,28,","-3.3",",X,31,","7388.6","X","1349.4",",X","7.5",",,,X","75",",,,X","-25.20",",X","-17.34",",,,X","-33.05",",,,X","","","","","","","","","","","",""
"USW00026501","1959-04","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","8",",X","0",",X","0",",X","30",",X","0",",X","13",",X","30",",X","17",",X","0",",X","0",",X","","","","","19590418",",,X","19590401",",,X","19590422",",,X","","","19590422",",,X","19590428",",,X","-27.2",",X,18,","737",",,X,01,","18",",,X,22,","1.8",",,X,22,","6.7",",X,28,","8213.7","X","825.1",",X","6.5",",,,X","50",",,,X","-9.17",",X","-3.60",",,,X","-14.74",",,,X","","","","","","","","","","","",""
"USW00026501","1959-05","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","9",",X","2",",X","0",",X","3",",X","0",",X","0",",X","5",",X","0",",X","0",",X","0",",X","3","","","","19590501",",,X","19590501",",,X","19590511","+,,X","","","19590504",",,X","19590531",",,X","-6.1",",X,01,","102",",,X,01,","3",",,X,11,+","3.6",",,X,04,","20.0",",X,31,","8537.6","X","323.9",",X","12.2",",,,X","9",",,,X","7.88",",X","13.28",",,,X","2.49",",,,X","","","","","","","","","","","",""
"USW00026501","1959-06","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","8.9","X","8.9",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","16",",X","0",",X","","","","","19590610",",,X","19590630","+,,X","19590630","+,,X","2","","19590624",",,X","19590620",",,X","2.2",",X,10,","0",",,X,30,+","0",",,X,30,+","2.8",",,X,24,","28.3",",X,20,","8629.1","X","91.5",",X","7.9",",,,X","0",",,,X","15.58",",X","20.96",",,,X","10.20",",,,X","","","","","","","","","","","",""
"USW00026501","1959-07","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","10.0","X","1.1",",X","14",",X","8",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","5",",X","0",",X","5","","","","19590712",",,X","19590731","+,,X","19590731","+,,X","2","","19590710",",,X","19590701",",,X","2.8",",X,12,","0",",,X,31,+","0",",,X,31,+","13.5",",,X,10,","23.9",",X,01,","188.4","X","188.4",",X","52.3",",,,X","0",",,,X","12.29",",X","16.35",",,,X","8.23",",,,X","","","","","","","","","","","",""
"USW00026501","1959-08","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","10.3","X","0.3",",X","13",",X","7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","5",",X","0",",X","7","","","","19590830","+,,X","19590831","+,,X","19590831","+,,X","","","19590826",",,X","19590812",",,X","3.3",",X,30,+","0",",,X,31,+","0",",,X,31,+","16.3",",,X,26,","26.7",",X,12,","368.5","X","180.1",",X","58.9",",,,X","0",",,,X","12.53",",X","17.25",",,,X","7.81",",,,X","","","","","","","","","","","",""
"USW00026501","1959-09","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","10.3","X","0.0",",X","10",",X","4",",X","0",",X","0",",X","0",",X","0",",X","13",",X","0",",X","0",",X","0",",X","3","","","","19590927",",,X","19590930","+,,X","19590924",",,X","","","19590929",",,X","19590915",",,X","-6.7",",X,27,","0",",,X,30,+","5",",,X,24,","15.7",",,X,29,","16.7",",X,15,","752.0","X","383.5",",X","40.2",",,,X","5",",,,X","5.55",",X","10.75",",,,X","0.35",",,,X","","","","","","","","","","","",""
"USW00026501","1959-10","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","10.3","X","0.0",",X","8",",X","5",",X","0",",X","18",",X","4",",X","4",",X","29",",X","21",",X","0",",X","0",",X","16","","","","19591025","+,,X","19591031","+,,X","19591014",",,X","","","19591014",",,X","19591001",",,X","-18.3",",X,25,+","127",",,X,31,+","69",",,X,14,","6.9",",,X,14,","9.4",",X,01,","1497.8","X","745.8",",X","27.3",",,,X","245",",,,X","-5.73",",X","-2.17",",,,X","-9.28",",,,X","","","","","","","","","","","",""
"USW00026501","1959-11","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","10.3","X","0.0",",X","20",",X","5",",X","0",",X","30",",X","5",",X","13",",X","30",",X","30",",X","0",",X","0",",X","5","","","","19591102",",,X","19591115",",,X","19591114",",,X","","","19591114",",,X","19591130","+,,X","-26.1",",X,02,","356",",,X,15,","178",",,X,14,","17.8",",,X,14,","-5.0",",X,30,+","2465.6","X","967.8",",X","57.2",",,,X","572",",,,X","-13.93",",X","-9.99",",,,X","-17.86",",,,X","","","","","","","","","","","",""
"USW00026501","1959-12","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","10.3","X","0.0",",X","17",",X","2",",X","0",",X","31",",X","2",",X","30",",X","31",",X","31",",X","0",",X","0",",X","12","","","","19591220",",,X","19591231","+,,X","19591231",",,X","","","19591231",",,X","19591201",",,X","-40.6",",X,20,","356",",,X,31,+","58",",,X,31,","5.8",",,X,31,","-8.3",",X,01,","3802.1","X","1336.5",",X","27.1",",,,X","271",",,,X","-24.78",",X","-20.78",",,,X","-28.78",",,,X","","","","","","","","","","","",""
"USW00026501","1960-01","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","21",",X","9",",X","0",",X","31",",X","9",",X","20",",X","31",",X","31",",X","0",",X","0",",X","12","","","","19600114",",,X","19600124","+,,X","19600120",",,X","","","19600104",",,X","19600108",",,X","-46.1",",X,14,","711",",,X,24,+","61",",,X,20,","7.1",",,X,04,","-1.7",",X,08,","5010.2","X","1208.1",",X","57.1",",,,X","550",",,,X","-20.64",",X","-16.36",",,,X","-24.91",",,,X","","","","","","","","","","","",""
"USW00026501","1960-02","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","8",",X","1",",X","0",",X","29",",X","1",",X","16",",X","29",",X","25",",X","0",",X","0",",X","2","","","","19600212",",,X","19600217","+,,X","19600210",",,X","","","19600210",",,X","19600229",",,X","-35.0",",X,12,","711",",,X,17,+","104",",,X,10,","10.4",",,X,10,","1.1",",X,29,","5978.6","X","968.4",",X","16.9",",,,X","169",",,,X","-15.06",",X","-10.04",",,,X","-20.08",",,,X","","","","","","","","","","","",""
"USW00026501","1960-03","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","31",",X","0",",X","23",",X","31",",X","29",",X","0",",X","0",",X","3","","","","19600309",",,X","19600302","+,,X","19600317","+,,X","","","19600317","+,,X","19600324",",,X","-34.4",",X,09,","483",",,X,02,+","0",",T,X,17,+","0.0",",T,X,17,+","1.7",",X,24,","7045.8","X","1067.2",",X","0.0",",T,,X","0",",T,,X","-16.09",",X","-9.73",",,,X","-22.46",",,,X","","","","","","","","","","","",""
"USW00026501","1960-04","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","6",",X","2",",X","0",",X","30",",X","1",",X","12",",X","29",",X","24",",X","0",",X","0",",X","1","","","","19600405",",,X","19600411","+,,X","19600422",",,X","","","19600422",",,X","19600430",",,X","-31.1",",X,05,","279",",,X,11,+","38",",,X,22,","4.3",",,X,22,","14.4",",X,30,","7885.4","X","839.6",",X","10.3",",,,X","65",",,,X","-9.65",",X","-3.08",",,,X","-16.23",",,,X","","","","","","","","","","","",""
"USW00026501","1960-05","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","3",",X","2",",X","0",",X","6",",X","0",",X","0",",X","2",",X","0",",X","2",",X","0",",X","","","","","19600504",",,X","19600502","+,,X","19600510","+,,X","","","19600521",",,X","19600526",",,X","-0.6",",X,04,","76",",,X,02,+","0",",T,X,10,+","3.0",",,X,21,","26.7",",X,26,","8161.6","X","276.2",",X","6.0",",,,X","0",",T,,X","9.42",",X","14.93",",,,X","3.92",",,,X","","","","","","","","","","","",""
"USW00026501","1960-06","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","10",",X","3",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","5",",X","0",",X","1","","","","19600601",",,X","19600630","+,,X","19600630","+,,X","1","","19600625",",,X","19600620",",,X","-1.7",",X,01,","0",",,X,30,+","0",",,X,30,+","14.0",",,X,25,","23.9",",X,20,","8334.7","X","173.1",",X","43.9",",,,X","0",",,,X","12.56",",X","17.50",",,,X","7.63",",,,X","","","","","","","","","","","",""
"USW00026501","1960-07","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","18.3","X","18.3",",X","12",",X","7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","16",",X","0",",X","2","","","","19600706",",,X","19600731","+,,X","19600731","+,,X","3","","19600721",",,X","19600713",",,X","4.4",",X,06,","0",",,X,31,+","0",",,X,31,+","10.2",",,X,21,","30.0",",X,13,","80.6","X","80.6",",X","40.5",",,,X","0",",,,X","16.32",",X","21.23",",,,X","11.42",",,,X","","","","","","","","","","","",""
"USW00026501","1960-08","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","18.3","X","0.0",",X","17",",X","8",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","4",",X","0",",X","9","","","","19600828",",,X","19600831","+,,X","19600831","+,,X","","","19600815",",,X","19600811",",,X","2.8",",X,28,","0",",,X,31,+","0",",,X,31,+","14.2",",,X,15,","26.1",",X,11,","252.8","X","172.2",",X","56.5",",,,X","0",",,,X","12.78",",X","16.83",",,,X","8.73",",,,X","","","","","","","","","","","",""
"USW00026501","1960-09","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","18.3","X","0.0",",X","15",",X","6",",X","0",",X","0",",X","0",",X","0",",X","14",",X","0",",X","0",",X","0",",X","7","","","","19600919",",,X","19600930","+,,X","19600926","+,,X","1","","19600910",",,X","19600901",",,X","-4.4",",X,19,","0",",,X,30,+","0",",T,X,26,+","14.2",",,X,10,","15.0",",X,01,","659.3","X","406.5",",X","53.0",",,,X","0",",T,,X","4.78",",X","8.28",",,,X","1.29",",,,X","","","","","","","","","","","",""
"USW00026501","1960-10","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","18.3","X","0.0",",X","9",",X","2",",X","0",",X","5",",X","1",",X","0",",X","27",",X","22",",X","0",",X","0",",X","1","","","","19601030",",,X","19601031","+,,X","19601027",",,X","","","19601027",",,X","19601003","+,,X","-15.0",",X,30,","76",",,X,31,+","74",",,X,27,","7.4",",,X,27,","7.2",",X,03,+","1347.2","X","687.9",",X","16.6",",,,X","108",",,,X","-3.86",",X","-1.16",",,,X","-6.55",",,,X","","","","","","","","","","","",""
"USW00026501","1960-11","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","18.3","X","0.0",",X","16",",X","6",",X","0",",X","30",",X","6",",X","16",",X","30",",X","30",",X","0",",X","0",",X","9","","","","19601129","+,,X","19601130","+,,X","19601116",",,X","","","19601116",",,X","19601107",",,X","-36.1",",X,29,+","254",",,X,30,+","71",",,X,16,","7.1",",,X,16,","-2.2",",X,07,","2375.6","X","1028.4",",X","40.2",",,,X","402",",,,X","-15.95",",X","-12.52",",,,X","-19.38",",,,X","","","","","","","","","","","",""
"USW00026501","1960-12","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","18.3","X","0.0",",X","7",",X","2",",X","0",",X","31",",X","2",",X","14",",X","31",",X","29",",X","0",",X","0",",X","8","","","","19601204","+,,X","19601231","+,,X","19601211",",,X","","","19601211",",,X","19601209",",,X","-30.6",",X,04,+","330",",,X,31,+","38",",,X,11,","3.8",",,X,11,","1.7",",X,09,","3350.6","X","975.0",",X","11.7",",,,X","117",",,,X","-13.12",",X","-9.15",",,,X","-17.09",",,,X","","","","","90",",X","","","","","17.5",",X"
