"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USC00507442","1947-03","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","6","0.0",",6","4",",6","1",",6","0",",6","31",",6","1",",6","31",",6","31",",6","31",",6","0",",6","0",",6","","","","","19470315",",,6","19470331","+,,6","19470313",",,6","","","19470313",",,6","19470329",",,6","-39.4",",6,15,","254",",,6,31,+","25",",,6,13,","2.5",",,6,13,","-10.6",",6,29,","8219.1","6","1359.4",",6","4.3",",,,6","25",",,,6","-25.52",",6","-20.81",",,,6","-30.23",",,,6","","","","","","","",""
"USC00507442","1947-04","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","6","0.0","2,6","2",",6","0",",6","0",",6","30",",6","0",",6","21","1,6","29","1,6","27","1,6","0","1,6","0","1,6","","","","","19470404","+,1,6","19470430","+,,6","19470416",",,6","","","19470416",",,6","19470414",",1,6","-29.4","1,6,04,+","254",",,6,30,+","8",",,6,16,","0.8",",,6,16,","1.1","1,6,14,","9178.2","6","959.1","1,6","1.3",",,,6","13",",,,6","-15.80","2,6","-11.44","1,,,6","-20.16","1,,,6","","","","","","","",""
"USC00507442","1947-05","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","6","0.0",",6","2",",6","0",",6","0",",6","31",",6","0",",6","2",",6","31",",6","19",",6","0",",6","0",",6","","","","","19470501",",,6","19470523","+,,6","19470502",",,6","","","19470524",",,6","19470525",",,6","-20.0",",6,01,","254",",,6,23,+","5",",,6,02,","1.3",",,6,24,","6.1",",6,25,","9917.2","6","739.0",",6","1.8",",,,6","5",",,,6","-5.51",",6","-1.49",",,,6","-9.52",",,,6","","","","","","","",""
"USC00507442","1947-10","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",6","9",",6","2",",6","0",",6","","","4",",6","1",",6","31",",6","29",",6","0",",6","0",",6","","","","","19471025",",,6","","","19471020",",,6","","","19471018",",,6","19471006",",,6","-22.8",",6,25,","","","64",",,6,20,","4.3",",,6,18,","2.2",",6,06,","","","811.8",",6","14.8",",,,6","224",",,,6","-7.85",",6","-4.66",",,,6","-11.04",",,,6","","","","","","","",""
"USC00507442","1947-11","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",6","3",",6","0",",6","0",",6","30",",6","1",",6","20",",6","30",",6","30",",6","0",",6","0",",6","","","","","19471126",",,6","19471130",",,6","19471130",",,6","","","19471130",",,6","19471103",",,6","-28.9",",6,26,","203",",,6,30,","25",",,6,30,","2.3",",,6,30,","-1.7",",6,03,","","","1012.4",",6","3.3",",,,6","25",",,,6","-15.41",",6","-12.31",",,,6","-18.52",",,,6","","","","","","","",""
"USC00507442","1947-12","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",6","9",",6","0",",6","0",",6","31",",","","","28",",6","31",",6","31",",6","0",",6","0",",6","","","","","19471230",",,6","19471231","+,,6","","","","","19471202",",,6","19471231",",,6","-33.9",",6,30,","203",",,6,31,+","","","1.0",",,6,02,","-8.9",",6,31,","","","1215.1",",6","5.7",",,,6","","","-20.86",",6","-17.85",",,,6","-23.87",",,,6","","","","","","","",""
"USC00507442","1948-01","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","6","0.0",",6","7",",6","0",",6","0",",6","31",",6","0",",6","30",",6","31",",6","31",",6","0",",6","0",",6","","","","","19480109",",,6","19480131","+,,6","19480117",",,6","","","19480117",",,6","19480117",",,6","-40.6",",6,09,","254",",,6,31,+","18",",,6,17,","1.8",",,6,17,","-3.9",",6,17,","","","1423.5",",6","6.8",",,,6","68",",,,6","-27.59",",6","-23.00",",,,6","-32.17",",,,6","","","","","","","",""
"USC00507442","1948-02","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","6","0.0","1,6","5",",6","1",",6","0",",6","29",",6","3",",6","22","1,6","28","1,6","29",",6","0",",6","0",",6","","","","","19480229",",1,6","19480229","+,,6","19480203",",,6","","","19480203",",,6","19480201",",,6","-37.2","1,6,29,","305",",,6,29,+","51",",,6,03,","2.8",",,6,03,","-1.1",",6,01,","","","1115.1",",6","6.7",",,,6","119",",,,6","-21.53","1,6","-16.98",",,,6","-26.09","1,,,6","","","","","","","",""
"USC00507442","1948-03","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","6","0.0",",6","","","","","","","31",",","","","31",",6","31",",6","31",",6","0",",6","0",",6","","","","","19480320",",,6","19480331","+,,6","","","","","","","19480326",",,6","-40.0",",6,20,","305",",,6,31,+","","","","","-6.7",",6,26,","","","1327.7",",6","","","","","-24.50",",6","-18.75",",,,6","-30.25",",,,6","","","","","","","",""
"USC00507442","1948-04","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","6","0.0",",6","13",",6","3",",6","0",",6","30",",","","","17",",6","30",",6","26",",6","0",",6","0",",6","","","","","19480416",",,6","19480430","+,,6","","","","","19480428",",,6","19480412",",,6","-30.6",",6,16,","330",",,6,30,+","","","3.0",",,6,28,","1.7",",6,12,","","","908.9",",6","21.8",",,,6","","","-11.96",",6","-5.18",",,,6","-18.74",",,,6","","","","","","","",""
"USC00507442","1948-05","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","6","0.0",",6","0",",6","0",",6","0",",6","31",",6","0",",6","8",",6","31",",6","24",",6","0",",6","0",",6","","","","","19480505","+,,6","19480516","+,,6","19480531","+,,6","","","19480529","+,,6","19480531",",,6","-26.1",",6,05,+","330",",,6,16,+","0",",,6,31,+","0.0",",T,6,29,+","3.3",",6,31,","","","850.1",",6","0.0",",T,,6","0",",,,6","-9.09",",6","-4.00",",,,6","-14.18",",,,6","","","","","","","",""
"USC00507442","1948-08","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",6","16",",6","0",",6","0",",6","","","0",",6","0",",6","7",",6","0",",6","0",",6","0",",6","","","","","19480831",",,6","","","19480828",",,6","","","19480815",",,6","19480813",",,6","-1.1",",6,31,","","","13",",,6,28,","2.3",",,6,15,","17.8",",6,13,","","","397.6",",6","16.1",",,,6","21",",,,6","5.51",",6","8.06",",,,6","2.95",",,,6","","","","","","","",""
"USC00507442","1948-09","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",6","10",",6","1",",6","0",",6","","","","","0",",6","23",",6","12",",6","0",",6","0",",6","","","","","19480922",",,6","","","","","","","19480919",",,6","19480908",",,6","-12.8",",6,22,","","","","","2.5",",,6,19,","7.8",",6,08,","","","578.4",",6","11.0",",,,6","","","-0.95",",6","1.95",",,,6","-3.85",",,,6","","","","","","","",""
"USC00507442","1948-10","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",6","7",",6","1",",6","0",",6","31",",","","","6",",6","31",",6","28",",6","0",",6","0",",6","","","","","19481022",",,6","19481031","+,,6","","","","","19481029",",,6","19481001",",,6","-25.6",",6,22,","102",",,6,31,+","","","2.5",",,6,29,","4.4",",6,01,","","","836.6",",6","6.9",",,,6","","","-8.65",",6","-5.01",",,,6","-12.30",",,,6","","","","","","","",""
"USC00507442","1948-11","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",6","7",",6","0",",6","0",",6","30",",","","","18",",6","30",",6","30",",6","0",",6","0",",6","","","","","19481130","+,,6","19481130","+,,6","","","","","19481114",",,6","19481111",",,6","-41.1",",6,30,+","127",",,6,30,+","","","2.0",",,6,14,","-1.1",",6,11,","","","1087.4",",6","5.7",",,,6","","","-17.91",",6","-13.85",",,,6","-21.97",",,,6","","","","","","","",""
"USC00507442","1948-12","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",6","10",",6","0",",6","0",",6","31",",","","","29",",6","31",",6","31",",6","0",",6","0",",6","","","","","19481231","+,,6","19481231","+,,6","","","","","19481213",",,6","19481215","+,,6","-43.9",",6,31,+","152",",,6,31,+","","","1.5",",,6,13,","-6.7",",6,15,+","","","1424.1",",6","8.5",",,,6","","","-27.61",",6","-22.24",",,,6","-32.98",",,,6","","","","","","","",""
"USC00507442","1949-01","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",6","4",",6","0",",6","0",",6","31",",","","","25",",6","31",",6","31",",6","0",",6","0",",6","16","","","","19490114",",,6","19490131","+,,6","","","","","19490109",",,6","19490125",",,6","-44.4",",6,14,","178",",,6,31,+","","","1.8",",,6,09,","-2.8",",6,25,","","","1313.9",",6","4.9",",,,6","","","-24.05",",6","-19.05",",,,6","-29.05",",,,6","","","","","","","",""
"USC00507442","1949-02","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",6","6",",6","2",",6","0",",6","","","","","28",",6","28",",6","28",",6","0",",6","0",",6","3","","","","19490217","+,,6","","","","","","","19490211",",,6","19490201",",,6","-47.8",",6,17,+","","","","","5.8",",,6,11,","-6.1",",6,01,","","","1347.0",",6","14.5",",,,6","","","-29.78",",6","-24.85",",,,6","-34.70",",,,6","","","","","","","",""
"USC00507442","1949-03","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0","2,6","11",",6","1",",6","0",",6","","","1",",6","25","1,6","30","1,6","30","1,6","0","1,6","0","1,6","8","","","","19490302",",1,6","","","19490304",",,6","","","19490304",",,6","19490310","+,1,6","-36.1","1,6,02,","","","30",",,6,04,","3.0",",,6,04,","-0.6","1,6,10,+","","","1096.1","1,6","9.6",",,,6","96",",,,6","-19.69","2,6","-15.57","1,,,6","-23.81","1,,,6","","","","","","","",""
"USC00507442","1949-04","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0","2,6","2",",6","0",",6","0",",6","","","0",",6","29","1,6","29","1,6","29","1,6","0","1,6","0","1,6","9","","","","19490411",",1,6","","","19490406","+,,6","","","19490406","+,,6","19490421",",1,6","-35.6","1,6,11,","","","8",",,6,06,+","0.8",",,6,06,+","-12.2","1,6,21,","","","1166.7","1,6","1.6",",,,6","16",",,,6","-23.45","2,6","-18.41","1,,,6","-28.49","1,,,6","","","","","","","",""
"USC00507442","1949-05","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",6","5","1,6","1","1,6","0","1,6","31",",6","","","8",",6","31",",6","22",",6","0",",6","0",",6","14","","","","19490506","+,,6","19490526","+,,6","","","","","19490518",",1,6","19490527",",,6","-24.4",",6,06,+","229",",,6,26,+","","","6.4","1,,6,18,","7.8",",6,27,","","","824.4",",6","9.0","1,,,6","","","-8.26",",6","-4.45",",,,6","-12.06",",,,6","","","","","","","",""
"USC00507442","1949-06","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",6","15",",6","1",",6","0",",6","","","0",",6","0",",6","28",",6","0",",6","0",",6","0",",6","3","","","","19490622","+,,6","","","19490630","+,,6","","","19490611",",,6","19490615",",,6","-3.9",",6,22,+","","","0",",,6,30,+","4.1",",,6,11,","8.9",",6,15,","","","516.5",",6","20.1",",,,6","0",",,,6","1.12",",6","3.81",",,,6","-1.58",",,,6","","","","","","","",""
"USC00507442","1949-07","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",6","5",",6","0",",6","0",",6","","","0",",6","0",",6","5",",6","0",",6","2",",6","0",",6","16","","","","19490708","+,,6","","","19490731","+,,6","","","19490709",",,6","19490715","+,,6","-1.1",",6,08,+","","","0",",,6,31,+","1.5",",,6,09,","23.9",",6,15,+","311.8","0","311.8",",6","4.3",",,,6","0",",,,6","8.27",",6","13.67",",,,6","2.87",",,,6","","","","","","","",""
"USC00507442","1949-08","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",6","22",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","0",",6","0",",6","","","","","19490813",",,6","","","19490831","+,,6","","","19490819",",,6","19490804",",,6","0.6",",6,13,","","","0",",,6,31,+","7.4",",,6,19,","17.8",",6,04,","588.9","0","277.1",",6","38.2",",,,6","0",",,,6","9.40",",6","12.58",",,,6","6.21",",,,6","","","","","","","",""
"USC00507442","1949-10","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",0","7",",0","4",",0","0",",0","28",",0","4",",0","0",",0","31",",0","17",",0","0",",0","0",",0","22","","","","19491028","+,,0","19491020","+,,0","19491014","+,,0","","","19491014","+,,0","19491005",",,0","-14.4",",0,28,+","127",",,0,20,+","51",",,0,14,+","5.1",",,0,14,+","3.3",",0,05,","","","691.1",",0","20.3",",,,0","191",",,,0","-3.96",",0","-0.83",",,,0","-7.09",",,,0","","","","","","","",""
"USC00507442","1949-11","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",0","1",",0","1",",0","0",",0","30",",0","1",",0","15",",0","30",",0","30",",0","0",",0","0",",0","9","","","","19491125",",,0","19491126","+,,0","19491103",",,0","","","19491103",",,0","19491120",",,0","-30.0",",0,25,","152",",,0,26,+","46",",,0,03,","4.6",",,0,03,","-1.1",",0,20,","","","988.7",",0","4.6",",,,0","46",",,,0","-14.63",",0","-11.40",",,,0","-17.85",",,,0","","","","","","","",""
"USC00507442","1949-12","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",0","1",",0","0",",0","0",",0","31",",0","0",",0","30",",0","31",",0","31",",0","0",",0","0",",0","9","","","","19491204",",,0","19491231","+,,0","19491224",",,0","","","19491224",",,0","19491213","+,,0","-40.0",",0,04,","152",",,0,31,+","10",",,0,24,","1.0",",,0,24,","-2.8",",0,13,+","","","1296.2",",0","1.0",",,,0","10",",,,0","-23.48",",0","-19.05",",,,0","-27.91",",,,0","","","","","","","",""
"USC00507442","1950-01","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0","2,0","6",",0","0",",0","0",",0","31",",0","0",",0","20","2,0","29","2,0","31",",0","0",",0","0",",0","6","","","","19500101",",2,0","19500131","+,,0","19500112",",,0","","","19500112",",,0","19500124",",,0","-33.9","2,0,01,","254",",,0,31,+","23",",,0,12,","2.3",",,0,12,","0.0",",0,24,","","","989.7",",0","9.4",",,,0","94",",,,0","-15.66","2,0","-10.56",",,,0","-20.76","2,,,0","","","","","","","",""
"USC00507442","1950-03","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",0","1",",0","0",",0","0",",0","31",",0","0",",0","29",",0","31",",0","31",",0","0",",0","0",",0","9","","","","19500319",",,0","19500331","+,,0","19500327",",,0","","","19500327",",,0","19500307",",,0","-38.9",",0,19,","330",",,0,31,+","20",",,0,27,","2.0",",,0,27,","-5.6",",0,07,","","","1314.0",",0","2.0",",,,0","20",",,,0","-24.05",",0","-20.00",",,,0","-28.11",",,,0","","","","","","","",""
"USC00507442","1950-04","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",0","3",",0","3",",0","0",",0","","","3",",0","20",",0","30",",0","29",",0","0",",0","0",",0","8","","","","19500401",",,0","","","19500408","+,,0","","","19500408","+,,0","19500408",",,0","-33.9",",0,01,","","","38",",,0,08,+","3.8",",,0,08,+","1.1",",0,08,","","","1008.0",",0","10.1",",,,0","101",",,,0","-15.27",",0","-11.08",",,,0","-19.46",",,,0","","","","","","","",""
"USC00507442","1950-05","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00507442","1950-07","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00507442","1950-08","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","9","","","","19500826",",,0","19500831","+,,0","19500831","+,,0","","","19500831","+,,0","19500819","+,,0","0.0",",0,26,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,31,+","18.3",",0,19,+","","","300.4",",0","0.0",",T,,0","0",",,,0","8.64",",0","12.29",",,,0","4.99",",,,0","","","","","","","",""
"USC00507442","1950-09","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","3",",0","0",",0","0",",0","9","","","","19500926","+,,0","19500930","+,,0","19500930","+,,0","","","19500930","+,,0","19500915","+,,0","-6.1",",0,26,+","0",",T,0,30,+","0",",T,0,30,+","0.0",",T,0,30,+","10.6",",0,15,+","","","484.5",",0","0.0",",T,,0","0",",T,,0","2.18",",0","4.40",",,,0","-0.03",",,,0","","","","","","","",""
"USC00507442","1950-10","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0",",0","","","","","","","","","","","0",",0","31",",0","22",",0","0",",0","0",",0","3","","","","19501029",",,0","","","","","","","","","19501002",",,0","-17.2",",0,29,","","","","","","","6.1",",0,02,","","","709.4",",0","","","","","-4.55",",0","-1.77",",,,0","-7.33",",,,0","","","","","","","",""
"USC00507442","1950-11","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0","1,0","","","","","","","","","","","3",",0","30",",0","25","1,0","0","1,0","0","1,0","5","","","","19501101",",,0","","","","","","","","","19501110",",1,0","-25.6",",0,01,","","","","","","","2.2","1,0,10,","","","744.9","1,0","","","","","-7.60","1,0","-4.12","1,,,0","-11.09",",,,0","","","","","","","",""
"USC00507442","1950-12","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","0.0","1,0","6",",0","1",",0","0",",0","","","1",",0","25","1,0","30","1,0","31",",0","0",",0","0",",0","13","","","","19501204",",1,0","","","19501202",",,0","","","19501202",",,0","19501201",",,0","-39.4","1,0,04,","","","30",",,0,02,","3.0",",,0,02,","-6.1",",0,01,","","","1263.1",",0","8.8",",,,0","96",",,,0","-23.76","1,0","-20.09",",,,0","-27.43","1,,,0","","","","","","","",""
"USC00507442","1951-01","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","31",",0","31",",0","31",",0","0",",0","0",",0","2","","","","19510116",",,0","19510131","+,,0","19510131","+,,0","","","19510131","+,,0","19510129",",,0","-42.8",",0,16,","127",",,0,31,+","0",",T,0,31,+","0.0",",T,0,31,+","-11.1",",0,29,","","","1469.4",",0","0.0",",T,,0","0",",T,,0","-29.07",",0","-24.09",",,,0","-34.05",",,,0","","","","","","","",""
"USC00507442","1951-02","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","28",",0","28",",0","28",",0","0",",0","0",",0","3","","","","19510220","+,,0","19510228","+,,0","19510226","+,,0","","","19510226","+,,0","19510225",",,0","-43.9",",0,20,+","127",",,0,28,+","0",",T,0,26,+","0.0",",T,0,26,+","-11.1",",0,25,","","","1329.2",",0","0.0",",T,,0","0",",T,,0","-29.14",",0","-22.78",",,,0","-35.50",",,,0","","","","","","","",""
"USC00507442","1951-03","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","","","","","","","","","","","31",",0","31",",0","31",",0","0",",0","0",",0","7","","","","19510326",",,0","","","","","","","","","19510307",",,0","-40.0",",0,26,","","","","","","","-16.1",",0,07,","","","1437.4",",0","","","","","-28.03",",0","-23.96",",,,0","-32.11",",,,0","","","","","","","",""
"USC00507442","1951-04","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","","","","","","","","","","","21",",0","30",",0","27",",0","0",",0","0",",0","16","","","","19510401",",,0","","","","","","","","","19510417",",,0","-31.7",",0,01,","","","","","","","4.4",",0,17,","","","1018.2",",0","","","","","-15.61",",0","-11.51",",,,0","-19.70",",,,0","","","","","","","",""
"USC00507442","1951-05","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","29",",0","0",",0","0",",0","30",",0","14",",0","0",",0","0",",0","9","","","","19510517","+,,0","19510503","+,,0","19510514",",,0","","","19510531",",,0","19510530",",,0","-13.9",",0,17,+","152",",,0,03,+","15",",,0,14,","1.8",",,0,31,","12.8",",0,30,","","","663.1",",0","3.8",",,,0","20",",,,0","-3.06",",0","0.76",",,,0","-6.88",",,,0","","","","","","","",""
"USC00507442","1951-06","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","1",",0","0",",0","9","","","","19510611",",,0","19510630","+,,0","19510622",",,0","","","19510622",",,0","19510627",",,0","-2.2",",0,11,","0",",,0,30,+","0",",T,0,22,","3.0",",,0,22,","21.7",",0,27,","","","389.0",",0","6.3",",,,0","0",",T,,0","5.37",",0","9.29",",,,0","1.44",",,,0","","","","","","","",""
"USC00507442","1951-07","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","17",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","5","","","","19510713",",,0","19510731","+,,0","19510731","+,,0","","","19510717",",,0","19510715",",,0","1.7",",0,13,","0",",,0,31,+","0",",,0,31,+","8.9",",,0,17,","25.6",",0,15,","286.3","0","286.3",",0","56.4",",,,0","0",",,,0","9.10",",0","12.66",",,,0","5.53",",,,0","","","","","","","",""
"USC00507442","1951-08","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","17",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","19510828",",,0","19510831","+,,0","19510831","+,,0","","","19510812",",,0","19510805",",,0","1.1",",0,28,","0",",,0,31,+","0",",,0,31,+","15.7",",,0,12,","15.6",",0,05,","605.4","0","319.1",",0","68.8",",,,0","0",",,,0","8.04",",0","10.91",",,,0","5.16",",,,0","","","","","","","",""
"USC00507442","1951-09","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","19",",0","1",",0","0",",0","0",",0","10","","","","19510926","+,,0","19510929",",,0","19510930","+,,0","","","19510908",",,0","19510913",",,0","-3.9",",0,26,+","0",",T,0,29,","0",",T,0,30,+","6.9",",,0,08,","8.3",",0,13,","1103.1","0","497.7",",0","19.8",",,,0","0",",T,,0","1.74",",0","3.87",",,,0","-0.39",",,,0","","","","","","","",""
"USC00507442","1951-10","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","6",",0","1",",0","0",",0","25","1,0","2",",0","2",",0","31",",0","22",",0","0",",0","0",",0","5","","","","19511029",",,0","19511014","+,1,0","19511006",",,0","","","19511007",",,0","19511017","+,,0","-20.6",",0,29,","102","1,,0,14,+","38",",,0,06,","3.0",",,0,07,","2.8",",0,17,+","1829.0","0","725.9",",0","8.3",",,,0","89",",,,0","-5.08",",0","-2.13",",,,0","-8.04",",,,0","","","","","","","",""
"USC00507442","1951-11","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","6",",0","1",",0","0",",0","30",",0","1",",0","14",",0","30",",0","28",",0","0",",0","0",",0","4","","","","19511130",",,0","19511130","+,,0","19511105",",,0","","","19511105",",,0","19511102",",,0","-28.9",",0,30,","178",",,0,30,+","33",",,0,05,","2.8",",,0,05,","1.1",",0,02,","2713.5","0","884.5",",0","6.6",",,,0","82",",,,0","-11.15",",0","-6.84",",,,0","-15.47",",,,0","","","","","","","",""
"USC00507442","1951-12","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","6",",0","1",",0","0",",0","27","4,0","2","2,0","26",",0","31",",0","31",",0","0",",0","0",",0","3","","","","19511204",",,0","19511231","+,4,0","19511229",",2,0","","","19511229",",,0","19511227","+,,0","-38.3",",0,04,","279","4,,0,31,+","33","2,,0,29,","2.5",",,0,29,","-0.6",",0,27,+","3960.8","0","1247.3",",0","7.9",",,,0","74","2,,,0","-21.90",",0","-16.92",",,,0","-26.89",",,,0","","","","","","","",""
"USC00507442","1952-01","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","4",",0","1",",0","0",",0","","","1",",0","29",",0","31",",0","31",",0","0",",0","0",",0","10","","","","19520109",",,0","","","19520115",",,0","","","19520115",",,0","19520115",",,0","-42.8",",0,09,","","","51",",,0,15,","4.3",",,0,15,","0.0",",0,15,","5374.2","0","1413.4",",0","7.6",",,,0","79",",,,0","-27.26",",0","-22.64",",,,0","-31.88",",,,0","","","","","","","",""
"USC00507442","1952-02","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","","","0",",0","29",",0","29",",0","29",",0","0",",0","0",",0","10","","","","19520205",",,0","","","19520209",",,0","","","19520209",",,0","19520202",",,0","-42.8",",0,05,","","","15",",,0,09,","1.0",",,0,09,","-18.9",",0,02,","6827.1","0","1452.9",",0","1.0",",,,0","15",",,,0","-31.77",",0","-28.81",",,,0","-34.72",",,,0","","","","","","","",""
"USC00507442","1952-03","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","3",",0","1",",0","0",",0","","","2",",0","31",",0","31",",0","31",",0","0",",0","0",",0","6","","","","19520320","+,,0","","","19520316",",,0","","","19520316",",,0","19520316",",,0","-40.0",",0,20,+","","","61",",,0,16,","4.3",",,0,16,","-11.1",",0,16,","8245.1","0","1418.0",",0","6.8",",,,0","91",",,,0","-27.41",",0","-23.20",",,,0","-31.62",",,,0","","","","","","","",""
"USC00507442","1952-04","69.73288","-163.00533","3.2","POINT LAY, AK US","","","0.0","0","0.0",",0","5",",0","1",",0","0",",0","30",",0","2",",0","21",",0","30",",0","30",",0","0",",0","0",",0","10","","","","19520417",",,0","19520430",",,0","19520430",",,0","","","19520430",",,0","19520407",",,0","-34.4",",0,17,","610",",,0,30,","56",",,0,30,","5.1",",,0,30,","0.0",",0,07,","9338.7","0","1093.6",",0","10.9",",,,0","134",",,,0","-18.12",",0","-13.99",",,,0","-22.25",",,,0","","","","","","","",""
"USC00507442","1952-05","69.73288","-163.00533","3.2","POINT LAY, AK US","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
