"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00003816","1971-04","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","17.2","0","17.2",",0","6",",0","4",",0","0",",0","1",",0","1",",0","0",",0","4",",0","0",",0","18",",0","0",",0","6","","1","","19710407","+,,0","19710406",",,0","19710405",",,0","2","","19710423",",,0","19710420","+,,0","0.0",",0,07,+","76",",,0,06,","76",",,0,05,","15.5",",,0,23,","31.1",",0,20,+","2389.1","0","","","","","148.3",",0","","","","","","","","","","","","","","","","","","","","","39.7",",,,0","","","","","","","","","89",",,,0","13.97",",0","21.28",",,,0","6.65",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1971-05","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","39.0","0","21.8",",0","10",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","8","","","","19710504",",,0","19710531","+,,0","19710531","+,,0","5","","19710507",",,0","19710531","+,,0","2.2",",0,04,","0",",,0,31,+","0",",,0,31,+","30.0",",,0,07,","28.9",",0,31,+","2450.3","0","","","","","61.2",",0","","","","","","","","","","","","","","","","","","","","","99.8",",,,0","","","","","","","","","0",",,,0","17.06",",0","23.43",",,,0","10.69",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1971-06","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","259.9","0","220.9",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","15","","2","","19710602",",,0","19710630","+,,0","19710630","+,,0","4","","19710601",",,0","19710626",",,0","13.3",",0,02,","0",",,0,30,+","0",",,0,30,+","66.3",",,0,01,","37.2",",0,26,","2450.3","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","80.0",",,,0","","","","","","","","","0",",,,0","25.70",",0","31.24",",,,0","20.16",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1971-07","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","444.6","0","184.7",",0","14",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","17","","2","","19710731",",,0","19710731","+,,0","19710731","+,,0","10","","19710715",",,0","19710713",",,0","11.1",",0,31,","0",",,0,31,+","0",",,0,31,+","50.8",",,0,15,","36.1",",0,13,","0.8","0","","","","","0.8",",0","","","","","","","","","","","","","","","","","","","","","136.5",",,,0","","","","","","","","","0",",,,0","24.26",",0","29.67",",,,0","18.85",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1971-08","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","614.8","0","170.2",",0","9",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","28","","2","","19710801",",,0","19710831","+,,0","19710831","+,,0","7","","19710831",",,0","19710820","+,,0","11.1",",0,01,","0",",,0,31,+","0",",,0,31,+","61.0",",,0,31,","32.2",",0,20,+","0.8","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","134.7",",,,0","","","","","","","","","0",",,,0","23.82",",0","29.32",",,,0","18.33",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1971-09","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","750.5","0","135.7",",0","10",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","23","","2","","19710922","+,,0","19710930","+,,0","19710930","+,,0","7","","19710916",",,0","19710914",",,0","8.3",",0,22,+","0",",,0,30,+","0",",,0,30,+","33.5",",,0,16,","32.2",",0,14,","12.8","0","","","","","12.0",",0","","","","","","","","","","","","","","","","","","","","","100.3",",,,0","","","","","","","","","0",",,,0","22.46",",0","27.57",",,,0","17.35",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1971-10","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","784.2","0","33.7",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","19","","7","","19711010",",,0","19711031","+,,0","19711031","+,,0","2","","19711015",",,0","19711001",",,0","3.9",",0,10,","0",",,0,31,+","0",",,0,31,+","21.6",",,0,15,","31.1",",0,01,","47.4","0","","","","","34.6",",0","","","","","","","","","","","","","","","","","","","","","45.5",",,,0","","","","","","","","","0",",,,0","18.30",",0","24.51",",,,0","12.10",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1971-11","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","786.2","0","2.0",",0","9",",0","5",",0","1",",0","0",",0","1",",0","0",",0","10",",0","0",",0","8",",0","0",",0","13","","1","","19711108",",,0","19711124",",,0","19711123",",,0","","","19711106",",,0","19711101",",,0","-6.1",",0,08,","0",",T,0,24,","25",",,0,23,","27.2",",,0,06,","27.2",",0,01,","337.5","0","","","","","290.1",",0","","","","","","","","","","","","","","","","","","","","","47.1",",,,0","","","","","","","","","25",",,,0","8.73",",0","14.07",",,,0","3.38",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1971-12","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","786.2","0","0.0",",0","15",",0","10",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","2",",0","0",",0","21","","3","","19711218",",,0","19711231","+,,0","19711219",",,0","2","","19711206",",,0","19711210",",,0","-7.8",",0,18,","0",",,0,31,+","0",",T,0,19,","21.8",",,0,06,","22.2",",0,10,","674.9","0","","","","","337.4",",0","","","","","","","","","","","","","","","","","","","","","109.7",",,,0","","","","","","","","","0",",T,,0","7.45",",0","12.13",",,,0","2.77",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1972-01","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","0.0","0","0.0",",0","9",",0","4",",0","1",",0","2",",0","1",",0","2",",0","20",",0","6",",0","1",",0","0",",0","17","","5","","19720116",",,0","19720106","+,,0","19720104",",,0","1","","19720127",",,0","19720124",",,0","-18.9",",0,16,","25",",,0,06,+","25",",,0,04,","37.6",",,0,27,","22.8",",0,24,","1182.6","0","","","","","507.7",",0","","","","","","","","","","","","","","","","","","","","","62.9",",,,0","","","","","","","","","25",",,,0","1.96",",0","7.26",",,,0","-3.35",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1972-02","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","0.0","0","0.0",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","20",",0","2",",0","1",",0","0",",0","16","","1","","19720204",",,0","19720229","+,,0","19720208","+,,0","2","","19720224",",,0","19720229",",,0","-10.6",",0,04,","0",",,0,29,+","0",",T,0,08,+","44.7",",,0,24,","24.4",",0,29,","1611.2","0","","","","","428.6",",0","","","","","","","","","","","","","","","","","","","","","115.0",",,,0","","","","","","","","","0",",T,,0","3.56",",0","8.82",",,,0","-1.71",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1972-03","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","0.3","0","0.3",",0","14",",0","9",",0","1",",0","0",",0","0",",0","0",",0","11",",0","0",",0","4",",0","0",",0","12","","","","19720309",",,0","19720325",",,0","19720325","+,,0","7","","19720301",",,0","19720312",",,0","-6.1",",0,09,","0",",T,0,25,","0",",T,0,25,+","33.0",",,0,01,","25.0",",0,12,","1918.7","0","","","","","307.5",",0","","","","","","","","","","","","","","","","","","","","","117.9",",,,0","","","","","","","","","0",",T,,0","8.42",",0","14.12",",,,0","2.72",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1972-04","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","19.8","0","19.5",",0","11",",0","8",",0","3",",0","0",",0","0",",0","0",",0","6",",0","0",",0","16",",0","0",",0","12","","","","19720408",",,0","19720430","+,,0","19720430","+,,0","7","","19720415",",,0","19720419",",,0","-2.8",",0,08,","0",",,0,30,+","0",",,0,30,+","52.1",",,0,15,","28.3",",0,19,","2050.9","0","","","","","132.2",",0","","","","","","","","","","","","","","","","","","","","","176.8",",,,0","","","","","","","","","0",",,,0","14.58",",0","20.32",",,,0","8.83",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1972-05","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","85.1","0","65.3",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","14","","","","19720510",",,0","19720531","+,,0","19720531","+,,0","4","","19720524",",,0","19720522",",,0","7.8",",0,10,","0",",,0,31,+","0",",,0,31,+","31.5",",,0,24,","32.8",",0,22,","2077.9","0","","","","","27.0",",0","","","","","","","","","","","","","","","","","","","","","87.3",",,,0","","","","","","","","","0",",,,0","19.57",",0","25.42",",,,0","13.71",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1972-06","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","235.9","0","150.8",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","4","","","","19720601",",,0","19720630","+,,0","19720630","+,,0","8","","19720628",",,0","19720609",",,0","7.2",",0,01,","0",",,0,30,+","0",",,0,30,+","14.2",",,0,28,","35.0",",0,09,","2080.4","0","","","","","2.5",",0","","","","","","","","","","","","","","","","","","","","","35.3",",,,0","","","","","","","","","0",",,,0","23.28",",0","29.97",",,,0","16.58",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1972-07","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","440.0","0","204.1",",0","11",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","23","","2","","19720706",",,0","19720731","+,,0","19720731","+,,0","7","","19720728",",,0","19720723",",,0","12.2",",0,06,","0",",,0,31,+","0",",,0,31,+","74.4",",,0,28,","34.4",",0,23,","0.6","0","","","","","0.6",",0","","","","","","","","","","","","","","","","","","","","","316.7",",,,0","","","","","","","","","0",",,,0","24.90",",0","29.95",",,,0","19.85",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1972-08","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","633.4","0","193.4",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","23","","4","","19720810",",,0","19720831","+,,0","19720831","+,,0","7","","19720803",",,0","19720820",",,0","13.9",",0,10,","0",",,0,31,+","0",",,0,31,+","6.9",",,0,03,","35.0",",0,20,","0.6","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","26.5",",,,0","","","","","","","","","0",",,,0","24.57",",0","30.09",",,,0","19.05",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1972-09","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","767.5","0","134.1",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","28","","5","","19720930",",,0","19720930","+,,0","19720930","+,,0","6","","19720923",",,0","19720919",",,0","5.6",",0,30,","0",",,0,30,+","0",",,0,30,+","35.6",",,0,23,","33.3",",0,19,","9.7","0","","","","","9.1",",0","","","","","","","","","","","","","","","","","","","","","103.3",",,,0","","","","","","","","","0",",,,0","22.50",",0","27.47",",,,0","17.53",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1972-10","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","777.3","0","9.8",",0","13",",0","6",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","13",",0","0",",0","16","","","","19721020",",,0","19721031","+,,0","19721031","+,,0","3","","19721018",",,0","19721005",",,0","-1.7",",0,20,","0",",,0,31,+","0",",,0,31,+","47.2",",,0,18,","26.7",",0,05,","152.6","0","","","","","142.9",",0","","","","","","","","","","","","","","","","","","","","","139.0",",,,0","","","","","","","","","0",",,,0","14.04",",0","19.28",",,,0","8.80",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1972-11","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","781.5","0","4.2",",0","14",",0","8",",0","2",",0","0",",0","0",",0","0",",0","8",",0","0",",0","1",",0","0",",0","17","","2","","19721129",",,0","19721128","+,,0","19721130","+,,0","2","","19721113",",,0","19721101",",,0","-6.1",",0,29,","0",",T,0,28,+","0",",T,0,30,+","29.0",",,0,13,","26.1",",0,01,","511.9","0","","","","","359.3",",0","","","","","","","","","","","","","","","","","","","","","111.2",",,,0","","","","","","","","","0",",T,,0","6.50",",0","10.04",",,,0","2.95",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1972-12","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","781.5","0","0.0",",0","15",",0","8",",0","1",",0","1",",0","1",",0","0",",0","19",",0","4",",0","0",",0","0",",0","19","","5","","19721217",",,0","19721216",",,0","19721215",",,0","","","19721208",",,0","19721205",",,0","-12.2",",0,17,","25",",,0,16,","25",",,0,15,","48.0",",,0,08,","18.9",",0,05,","1004.2","0","","","","","492.3",",0","","","","","","","","","","","","","","","","","","","","","128.3",",,,0","","","","","","","","","25",",,,0","2.45",",0","6.47",",,,0","-1.57",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1973-01","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","0.0","0","0.0",",0","11",",0","5",",0","1",",0","1",",0","1",",0","0",",0","22",",0","8",",0","0",",0","0",",0","7","","","","19730112",",,0","19730108",",,0","19730108",",,0","1","","19730121",",,0","19730125","+,,0","-12.8",",0,12,","25",",,0,08,","25",",,0,08,","48.0",",,0,21,","16.7",",0,25,+","1513.3","0","","","","","509.1",",0","","","","","","","","","","","","","","","","","","","","","107.0",",,,0","","","","","","","","","25",",,,0","1.91",",0","6.35",",,,0","-2.53",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1973-02","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","0.0","0","0.0",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","17",",0","3",",0","0",",0","0",",0","12","","1","","19730217","+,,0","19730216","+,,0","19730208",",,0","","","19730207",",,0","19730224","+,,0","-10.6",",0,17,+","0",",T,0,16,+","15",",,0,08,","20.8",",,0,07,","18.3",",0,24,+","1950.1","0","","","","","436.8",",0","","","","","","","","","","","","","","","","","","","","","56.9",",,,0","","","","","","","","","15",",,,0","2.73",",0","7.85",",,,0","-2.38",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1973-03","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","0.5","0","0.5",",0","17",",0","12",",0","2",",0","0",",0","0",",0","0",",0","3",",0","0",",0","8",",0","0",",0","19","","6","","19730322",",,0","19730321",",,0","19730321","+,,0","5","","19730310",",,0","19730313",",,0","-1.1",",0,22,","0",",T,0,21,","0",",T,0,21,+","61.0",",,0,10,","25.0",",0,13,","2136.3","0","","","","","186.2",",0","","","","","","","","","","","","","","","","","","","","","211.1",",,,0","","","","","","","","","0",",T,,0","12.34",",0","17.46",",,,0","7.22",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1973-04","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","13.8","0","13.3",",0","16",",0","11",",0","3",",0","0",",0","0",",0","0",",0","2",",0","0",",0","9",",0","0",",0","14","","","","19730411",",,0","19730430","+,,0","19730410","+,,0","7","","19730419",",,0","19730420",",,0","-3.3",",0,11,","0",",,0,30,+","0",",T,0,10,+","60.5",",,0,19,","26.7",",0,20,","2304.6","0","","","","","168.3",",0","","","","","","","","","","","","","","","","","","","","","239.4",",,,0","","","","","","","","","0",",T,,0","13.17",",0","17.55",",,,0","8.78",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1973-05","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","39.7","0","25.9",",0","16",",0","12",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","13","","1","","19730515",",,0","19730531","+,,0","19730531","+,,0","10","","19730527",",,0","19730526",",,0","5.0",",0,15,","0",",,0,31,+","0",",,0,31,+","55.4",",,0,27,","28.9",",0,26,","2353.9","0","","","","","49.3",",0","","","","","","","","","","","","","","","","","","","","","236.7",",,,0","","","","","","","","","0",",,,0","17.58",",0","22.87",",,,0","12.28",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1973-06","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","236.2","0","196.5",",0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","10","","2","","19730601",",,0","19730630","+,,0","19730630","+,,0","11","","19730619",",,0","19730625",",,0","12.2",",0,01,","0",",,0,30,+","0",",,0,30,+","44.7",",,0,19,","33.3",",0,25,","2353.9","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","138.6",",,,0","","","","","","","","","0",",,,0","24.88",",0","30.11",",,,0","19.65",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1973-07","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","483.9","0","247.7",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","15","","1","","19730712",",,0","19730731","+,,0","19730731","+,,0","10","","19730710",",,0","19730721","+,,0","13.9",",0,12,","0",",,0,31,+","0",",,0,31,+","14.5",",,0,10,","35.0",",0,21,+","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","54.9",",,,0","","","","","","","","","0",",,,0","26.32",",0","31.64",",,,0","21.01",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1973-08","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","699.2","0","215.3",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","19","","1","","19730823",",,0","19730831","+,,0","19730831","+,,0","4","","19730809",",,0","19730829",",,0","13.9",",0,23,","0",",,0,31,+","0",",,0,31,+","15.5",",,0,09,","35.0",",0,29,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","38.5",",,,0","","","","","","","","","0",",,,0","25.28",",0","31.15",",,,0","19.41",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1973-09","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","837.7","0","138.5","1,0","12",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","27","1,0","4","1,0","18","","3","","19730919",",1,0","19730930","+,,0","19730930","+,,0","5","","19730927",",,0","19730903","+,1,0","5.0","1,0,19,","0",",,0,30,+","0",",,0,30,+","9.9",",,0,27,","32.8","1,0,03,+","9.7","0","","","","","9.7","1,0","","","","","","","","","","","","","","","","","","","","","42.6",",,,0","","","","","","","","","0",",,,0","22.77","1,0","27.86","1,,,0","17.69","1,,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1973-10","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","882.2","0","44.5",",0","8",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","15","","3","","19731017",",,0","19731031","+,,0","19731031","+,,0","4","","19731013",",,0","19731003",",,0","1.7",",0,17,","0",",,0,31,+","0",",,0,31,+","18.3",",,0,13,","30.0",",0,03,","86.6","0","","","","","76.9",",0","","","","","","","","","","","","","","","","","","","","","62.7",",,,0","","","","","","","","","0",",,,0","17.29",",0","23.76",",,,0","10.81",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1973-11","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","884.7","0","2.5",",0","10",",0","9",",0","4",",0","0",",0","0",",0","0",",0","6",",0","0",",0","5",",0","0",",0","10","","1","","19731110",",,0","19731130","+,,0","19731130","+,,0","9","","19731123",",,0","19731114",",,0","-5.6",",0,10,","0",",,0,30,+","0",",,0,30,+","92.7",",,0,23,","23.9",",0,14,","302.3","0","","","","","215.7",",0","","","","","","","","","","","","","","","","","","","","","266.8",",,,0","","","","","","","","","0",",,,0","11.23",",0","16.20",",,,0","6.26",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1973-12","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","884.7","0","0.0",",0","13",",0","8",",0","2",",0","4",",0","2",",0","0",",0","20",",0","6",",0","0",",0","0",",0","14","","","","19731221",",,0","19731220",",,0","19731220",",,0","2","","19731224",",,0","19731202",",,0","-15.6",",0,21,","76",",,0,20,","51",",,0,20,","35.8",",,0,24,","18.9",",0,02,","794.7","0","","","","","492.4",",0","","","","","","","","","","","","","","","","","","","","","132.2",",,,0","","","","","","","","","96",",,,0","2.45",",0","6.89",",,,0","-2.00",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1974-01","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","0.0","0","0.0",",0","12",",0","9",",0","0",",0","0",",0","0",",0","0",",0","16",",0","8",",0","0",",0","0",",0","23","","6","","19740101",",,0","19740113","+,,0","19740112","+,,0","3","","19740110",",,0","19740118",",,0","-13.9",",0,01,","0",",T,0,13,+","0",",T,0,12,+","24.9",",,0,10,","20.6",",0,18,","1253.8","0","","","","","459.1",",0","","","","","","","","","","","","","","","","","","","","","98.6",",,,0","","","","","","","","","0",",T,,0","3.52",",0","6.87",",,,0","0.17",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1974-02","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","0.0","0","0.0",",0","8",",0","2",",0","1",",0","0",",0","0",",0","0",",0","19",",0","3",",0","1",",0","0",",0","11","","","","19740225",",,0","19740209","+,,0","19740225","+,,0","2","","19740221",",,0","19740201",",,0","-8.3",",0,25,","0",",T,0,09,+","0",",T,0,25,+","52.6",",,0,21,","21.1",",0,01,","1633.9","0","","","","","380.1",",0","","","","","","","","","","","","","","","","","","","","","72.6",",,,0","","","","","","","","","0",",T,,0","4.76",",0","10.19",",,,0","-0.67",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1974-03","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","7.5","0","7.5",",0","11",",0","11",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","9",",0","0",",0","12","","","","19740324",",,0","19740324",",,0","19740323","+,,0","4","","19740315","+,,0","19740308",",,0","-9.4",",0,24,","0",",T,0,24,","0",",T,0,23,+","12.7",",,0,15,+","26.1",",0,08,","1865.9","0","","","","","232.0",",0","","","","","","","","","","","","","","","","","","","","","84.7",",,,0","","","","","","","","","0",",T,,0","11.09",",0","16.50",",,,0","5.68",",,,0","","","","","","","","","","","","","","","","","",""
"USW00003816","1974-04","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","","","","","","","","","","","22.2","0","14.7",",0","9",",0","8",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","17",",0","0",",0","7","","","","19740409",",,0","19740430","+,,0","19740430","+,,0","5","","19740421",",,0","19740403",",,0","-1.7",",0,09,","0",",,0,30,+","0",",,0,30,+","37.3",",,0,21,","27.8",",0,03,","2002.1","0","","","","","136.2",",0","","","","","","","","","","","","","","","","","","","","","91.5",",,,0","","","","","","","","","0",",,,0","14.28",",0","20.55",",,,0","8.01",",,,0","","","","","","","","","","","","","","","","","",""
